stn;time;tre200dn;htoautd0;hto000d0
DIS;19590101;-2.6;-;-
DIS;19590102;-3.6;-;-
DIS;19590103;-4.5;-;-
DIS;19590104;-7.3;-;-
DIS;19590105;-9.8;-;-
DIS;19590106;-10.0;-;-
DIS;19590107;-2.5;-;-
DIS;19590108;-5.2;-;-
DIS;19590109;-6.9;-;-
DIS;19590110;-8.2;-;-
DIS;19590111;-10.6;-;-
DIS;19590112;-12.3;-;-
DIS;19590113;-11.0;-;-
DIS;19590114;-6.9;-;-
DIS;19590115;-1.5;-;-
DIS;19590116;-7.6;-;-
DIS;19590117;-9.9;-;-
DIS;19590118;-10.6;-;-
DIS;19590119;-3.1;-;-
DIS;19590120;1.2;-;-
DIS;19590121;2.0;-;-
DIS;19590122;3.5;-;-
DIS;19590123;1.1;-;-
DIS;19590124;-3.5;-;-
DIS;19590125;-6.2;-;-
DIS;19590126;-9.8;-;-
DIS;19590127;-8.0;-;-
DIS;19590128;-3.5;-;-
DIS;19590129;-2.1;-;-
DIS;19590130;-1.2;-;-
DIS;19590131;-3.0;-;-
DIS;19590201;-7.3;-;-
DIS;19590202;-7.0;-;-
DIS;19590203;-4.2;-;-
DIS;19590204;0.6;-;-
DIS;19590205;2.2;-;-
DIS;19590206;-0.5;-;-
DIS;19590207;-0.9;-;-
DIS;19590208;-1.0;-;-
DIS;19590209;-1.6;-;-
DIS;19590210;-0.4;-;-
DIS;19590211;-1.9;-;-
DIS;19590212;-3.5;-;-
DIS;19590213;-3.7;-;-
DIS;19590214;-2.7;-;-
DIS;19590215;-1.1;-;-
DIS;19590216;-1.7;-;-
DIS;19590217;-2.4;-;-
DIS;19590218;-1.6;-;-
DIS;19590219;-0.8;-;-
DIS;19590220;-0.5;-;-
DIS;19590221;-1.6;-;-
DIS;19590222;-1.6;-;-
DIS;19590223;-0.8;-;-
DIS;19590224;-1.2;-;-
DIS;19590225;-0.1;-;-
DIS;19590226;-0.4;-;-
DIS;19590227;0.0;-;-
DIS;19590228;1.2;-;-
DIS;19590301;2.5;-;-
DIS;19590302;1.5;-;-
DIS;19590303;4.0;-;-
DIS;19590304;4.0;-;-
DIS;19590305;3.5;-;-
DIS;19590306;6.0;-;-
DIS;19590307;2.8;-;-
DIS;19590308;0.5;-;-
DIS;19590309;0.0;-;-
DIS;19590310;4.0;-;-
DIS;19590311;2.0;-;-
DIS;19590312;1.4;-;-
DIS;19590313;-0.5;-;-
DIS;19590314;-0.7;-;-
DIS;19590315;-2.4;-;-
DIS;19590316;-1.5;-;-
DIS;19590317;-0.3;-;-
DIS;19590318;1.1;-;-
DIS;19590319;2.0;-;-
DIS;19590320;1.5;-;-
DIS;19590321;5.0;-;-
DIS;19590322;4.6;-;-
DIS;19590323;5.1;-;-
DIS;19590324;4.2;-;-
DIS;19590325;5.0;-;-
DIS;19590326;1.0;-;-
DIS;19590327;1.0;-;-
DIS;19590328;3.7;-;-
DIS;19590329;2.4;-;-
DIS;19590330;0.6;-;-
DIS;19590331;-0.2;-;-
DIS;19590401;2.0;-;-
DIS;19590402;0.6;-;-
DIS;19590403;1.7;-;-
DIS;19590404;4.3;-;-
DIS;19590405;4.7;-;-
DIS;19590406;4.9;-;-
DIS;19590407;-0.3;-;-
DIS;19590408;-0.5;-;-
DIS;19590409;-0.2;-;-
DIS;19590410;-0.7;-;-
DIS;19590411;-1.5;-;-
DIS;19590412;1.9;-;-
DIS;19590413;4.4;-;-
DIS;19590414;6.5;-;-
DIS;19590415;7.2;-;-
DIS;19590416;6.6;-;-
DIS;19590417;1.4;-;-
DIS;19590418;3.2;-;-
DIS;19590419;3.0;-;-
DIS;19590420;-1.1;-;-
DIS;19590421;-3.6;-;-
DIS;19590422;-3.7;-;-
DIS;19590423;-1.5;-;-
DIS;19590424;0.0;-;-
DIS;19590425;1.7;-;-
DIS;19590426;6.0;-;-
DIS;19590427;6.3;-;-
DIS;19590428;4.6;-;-
DIS;19590429;5.4;-;-
DIS;19590430;4.2;-;-
DIS;19590501;0.4;-;-
DIS;19590502;0.2;-;-
DIS;19590503;1.4;-;-
DIS;19590504;0.0;-;-
DIS;19590505;3.0;-;-
DIS;19590506;5.0;-;-
DIS;19590507;5.5;-;-
DIS;19590508;8.3;-;-
DIS;19590509;8.5;-;-
DIS;19590510;8.7;-;-
DIS;19590511;8.9;-;-
DIS;19590512;8.0;-;-
DIS;19590513;6.0;-;-
DIS;19590514;3.9;-;-
DIS;19590515;2.7;-;-
DIS;19590516;3.5;-;-
DIS;19590517;6.1;-;-
DIS;19590518;6.5;-;-
DIS;19590519;8.1;-;-
DIS;19590520;7.2;-;-
DIS;19590521;10.4;-;-
DIS;19590522;8.7;-;-
DIS;19590523;8.5;-;-
DIS;19590524;10.3;-;-
DIS;19590525;8.0;-;-
DIS;19590526;7.9;-;-
DIS;19590527;7.4;-;-
DIS;19590528;6.1;-;-
DIS;19590529;6.0;-;-
DIS;19590530;3.7;-;-
DIS;19590531;2.2;-;-
DIS;19590601;5.7;-;-
DIS;19590602;8.0;-;-
DIS;19590603;6.5;-;-
DIS;19590604;9.4;-;-
DIS;19590605;11.1;-;-
DIS;19590606;11.3;-;-
DIS;19590607;13.0;-;-
DIS;19590608;11.1;-;-
DIS;19590609;8.9;-;-
DIS;19590610;4.9;-;-
DIS;19590611;4.5;-;-
DIS;19590612;2.3;-;-
DIS;19590613;4.5;-;-
DIS;19590614;6.9;-;-
DIS;19590615;8.0;-;-
DIS;19590616;9.5;-;-
DIS;19590617;8.8;-;-
DIS;19590618;10.7;-;-
DIS;19590619;10.4;-;-
DIS;19590620;11.5;-;-
DIS;19590621;12.1;-;-
DIS;19590622;11.8;-;-
DIS;19590623;12.2;-;-
DIS;19590624;10.8;-;-
DIS;19590625;12.4;-;-
DIS;19590626;11.0;-;-
DIS;19590627;11.6;-;-
DIS;19590628;11.5;-;-
DIS;19590629;6.2;-;-
DIS;19590630;4.9;-;-
DIS;19590701;6.1;-;-
DIS;19590702;7.5;-;-
DIS;19590703;9.7;-;-
DIS;19590704;10.2;-;-
DIS;19590705;11.6;-;-
DIS;19590706;12.8;-;-
DIS;19590707;11.0;-;-
DIS;19590708;12.7;-;-
DIS;19590709;15.7;-;-
DIS;19590710;16.2;-;-
DIS;19590711;15.0;-;-
DIS;19590712;13.5;-;-
DIS;19590713;11.5;-;-
DIS;19590714;14.2;-;-
DIS;19590715;10.6;-;-
DIS;19590716;10.5;-;-
DIS;19590717;9.3;-;-
DIS;19590718;9.8;-;-
DIS;19590719;10.6;-;-
DIS;19590720;12.3;-;-
DIS;19590721;11.3;-;-
DIS;19590722;11.5;-;-
DIS;19590723;12.7;-;-
DIS;19590724;13.0;-;-
DIS;19590725;12.4;-;-
DIS;19590726;12.4;-;-
DIS;19590727;11.2;-;-
DIS;19590728;13.9;-;-
DIS;19590729;13.0;-;-
DIS;19590730;9.5;-;-
DIS;19590731;8.4;-;-
DIS;19590801;8.0;-;-
DIS;19590802;7.0;-;-
DIS;19590803;7.9;-;-
DIS;19590804;6.6;-;-
DIS;19590805;9.0;-;-
DIS;19590806;10.5;-;-
DIS;19590807;9.0;-;-
DIS;19590808;13.1;-;-
DIS;19590809;11.9;-;-
DIS;19590810;12.4;-;-
DIS;19590811;9.0;-;-
DIS;19590812;9.9;-;-
DIS;19590813;8.9;-;-
DIS;19590814;10.3;-;-
DIS;19590815;11.0;-;-
DIS;19590816;10.0;-;-
DIS;19590817;8.4;-;-
DIS;19590818;6.9;-;-
DIS;19590819;10.7;-;-
DIS;19590820;10.1;-;-
DIS;19590821;10.9;-;-
DIS;19590822;11.2;-;-
DIS;19590823;9.8;-;-
DIS;19590824;11.6;-;-
DIS;19590825;11.2;-;-
DIS;19590826;13.0;-;-
DIS;19590827;14.6;-;-
DIS;19590828;15.1;-;-
DIS;19590829;12.0;-;-
DIS;19590830;9.6;-;-
DIS;19590831;5.4;-;-
DIS;19590901;5.5;-;-
DIS;19590902;8.4;-;-
DIS;19590903;8.0;-;-
DIS;19590904;9.5;-;-
DIS;19590905;10.0;-;-
DIS;19590906;9.1;-;-
DIS;19590907;6.4;-;-
DIS;19590908;9.1;-;-
DIS;19590909;7.7;-;-
DIS;19590910;8.8;-;-
DIS;19590911;9.3;-;-
DIS;19590912;9.5;-;-
DIS;19590913;10.6;-;-
DIS;19590914;11.0;-;-
DIS;19590915;10.9;-;-
DIS;19590916;9.7;-;-
DIS;19590917;11.7;-;-
DIS;19590918;10.0;-;-
DIS;19590919;7.5;-;-
DIS;19590920;8.5;-;-
DIS;19590921;8.4;-;-
DIS;19590922;10.0;-;-
DIS;19590923;10.2;-;-
DIS;19590924;11.5;-;-
DIS;19590925;11.2;-;-
DIS;19590926;12.0;-;-
DIS;19590927;11.4;-;-
DIS;19590928;9.2;-;-
DIS;19590929;7.5;-;-
DIS;19590930;8.5;-;-
DIS;19591001;5.8;-;-
DIS;19591002;5.9;-;-
DIS;19591003;5.7;-;-
DIS;19591004;5.5;-;-
DIS;19591005;5.4;-;-
DIS;19591006;6.1;-;-
DIS;19591007;4.4;-;-
DIS;19591008;4.5;-;-
DIS;19591009;4.7;-;-
DIS;19591010;6.3;-;-
DIS;19591011;5.9;-;-
DIS;19591012;5.5;-;-
DIS;19591013;3.0;-;-
DIS;19591014;2.5;-;-
DIS;19591015;2.7;-;-
DIS;19591016;2.8;-;-
DIS;19591017;4.2;-;-
DIS;19591018;7.3;-;-
DIS;19591019;8.9;-;-
DIS;19591020;5.7;-;-
DIS;19591021;5.2;-;-
DIS;19591022;7.2;-;-
DIS;19591023;3.9;-;-
DIS;19591024;1.5;-;-
DIS;19591025;5.9;-;-
DIS;19591026;4.5;-;-
DIS;19591027;5.9;-;-
DIS;19591028;-0.3;-;-
DIS;19591029;-1.5;-;-
DIS;19591030;-1.6;-;-
DIS;19591031;-3.5;-;-
DIS;19591101;-0.3;-;-
DIS;19591102;-3.5;-;-
DIS;19591103;-4.0;-;-
DIS;19591104;-3.0;-;-
DIS;19591105;-2.5;-;-
DIS;19591106;-2.5;-;-
DIS;19591107;-2.0;-;-
DIS;19591108;-1.7;-;-
DIS;19591109;-3.6;-;-
DIS;19591110;-2.7;-;-
DIS;19591111;-2.0;-;-
DIS;19591112;-2.8;-;-
DIS;19591113;-0.7;-;-
DIS;19591114;1.3;-;-
DIS;19591115;-1.8;-;-
DIS;19591116;-2.5;-;-
DIS;19591117;-4.0;-;-
DIS;19591118;2.2;-;-
DIS;19591119;2.0;-;-
DIS;19591120;2.4;-;-
DIS;19591121;0.5;-;-
DIS;19591122;-1.1;-;-
DIS;19591123;-1.8;-;-
DIS;19591124;-1.1;-;-
DIS;19591125;0.6;-;-
DIS;19591126;4.0;-;-
DIS;19591127;3.5;-;-
DIS;19591128;3.3;-;-
DIS;19591129;2.7;-;-
DIS;19591130;2.5;-;-
DIS;19591201;1.2;-;-
DIS;19591202;2.5;-;-
DIS;19591203;-1.6;-;-
DIS;19591204;-1.9;-;-
DIS;19591205;-2.8;-;-
DIS;19591206;-6.4;-;-
DIS;19591207;-3.7;-;-
DIS;19591208;-1.2;-;-
DIS;19591209;-3.4;-;-
DIS;19591210;-3.3;-;-
DIS;19591211;0.9;-;-
DIS;19591212;0.2;-;-
DIS;19591213;-3.9;-;-
DIS;19591214;-5.5;-;-
DIS;19591215;-6.2;-;-
DIS;19591216;-5.2;-;-
DIS;19591217;-4.2;-;-
DIS;19591218;-2.0;-;-
DIS;19591219;-2.6;-;-
DIS;19591220;-3.3;-;-
DIS;19591221;-0.6;-;-
DIS;19591222;-4.1;-;-
DIS;19591223;-5.4;-;-
DIS;19591224;-1.5;-;-
DIS;19591225;-3.2;-;-
DIS;19591226;-2.6;-;-
DIS;19591227;0.5;-;-
DIS;19591228;-1.7;-;-
DIS;19591229;-1.7;-;-
DIS;19591230;-3.6;-;-
DIS;19591231;-0.5;-;-
DIS;19600101;1.1;-;-
DIS;19600102;-1.2;-;-
DIS;19600103;-0.2;-;-
DIS;19600104;-0.3;-;-
DIS;19600105;-3.2;-;-
DIS;19600106;-4.6;-;-
DIS;19600107;-8.2;-;-
DIS;19600108;-5.6;-;-
DIS;19600109;-7.7;-;-
DIS;19600110;-12.7;-;-
DIS;19600111;-13.3;-;-
DIS;19600112;-11.8;-;-
DIS;19600113;-15.2;-;-
DIS;19600114;-19.0;-;-
DIS;19600115;-11.0;-;-
DIS;19600116;-12.4;-;-
DIS;19600117;-14.5;-;-
DIS;19600118;-11.7;-;-
DIS;19600119;-9.5;-;-
DIS;19600120;-3.6;-;-
DIS;19600121;-4.6;-;-
DIS;19600122;0.3;-;-
DIS;19600123;-0.3;-;-
DIS;19600124;1.0;-;-
DIS;19600125;3.5;-;-
DIS;19600126;1.7;-;-
DIS;19600127;1.8;-;-
DIS;19600128;2.6;-;-
DIS;19600129;-1.6;-;-
DIS;19600130;-4.9;-;-
DIS;19600131;-3.7;-;-
DIS;19600201;-0.7;-;-
DIS;19600202;-1.5;-;-
DIS;19600203;-5.0;-;-
DIS;19600204;-1.5;-;-
DIS;19600205;-2.6;-;-
DIS;19600206;-4.6;-;-
DIS;19600207;-9.5;-;-
DIS;19600208;-12.5;-;-
DIS;19600209;-8.7;-;-
DIS;19600210;-5.5;-;-
DIS;19600211;-4.8;-;-
DIS;19600212;-1.5;-;-
DIS;19600213;-3.7;-;-
DIS;19600214;-7.2;-;-
DIS;19600215;-8.4;-;-
DIS;19600216;-3.7;-;-
DIS;19600217;-2.6;-;-
DIS;19600218;-2.4;-;-
DIS;19600219;0.8;-;-
DIS;19600220;-0.9;-;-
DIS;19600221;-3.2;-;-
DIS;19600222;0.4;-;-
DIS;19600223;-0.7;-;-
DIS;19600224;-1.6;-;-
DIS;19600225;-1.5;-;-
DIS;19600226;0.9;-;-
DIS;19600227;0.4;-;-
DIS;19600228;1.8;-;-
DIS;19600229;4.4;-;-
DIS;19600301;2.0;-;-
DIS;19600302;0.5;-;-
DIS;19600303;0.0;-;-
DIS;19600304;-0.5;-;-
DIS;19600305;-1.0;-;-
DIS;19600306;-3.3;-;-
DIS;19600307;-2.1;-;-
DIS;19600308;-3.5;-;-
DIS;19600309;-2.5;-;-
DIS;19600310;0.2;-;-
DIS;19600311;1.6;-;-
DIS;19600312;-0.2;-;-
DIS;19600313;0.5;-;-
DIS;19600314;2.5;-;-
DIS;19600315;2.4;-;-
DIS;19600316;2.2;-;-
DIS;19600317;-0.2;-;-
DIS;19600318;-0.9;-;-
DIS;19600319;-2.4;-;-
DIS;19600320;-2.8;-;-
DIS;19600321;-2.6;-;-
DIS;19600322;-1.5;-;-
DIS;19600323;-0.4;-;-
DIS;19600324;0.1;-;-
DIS;19600325;3.5;-;-
DIS;19600326;2.1;-;-
DIS;19600327;4.5;-;-
DIS;19600328;2.8;-;-
DIS;19600329;4.5;-;-
DIS;19600330;1.4;-;-
DIS;19600331;1.8;-;-
DIS;19600401;2.0;-;-
DIS;19600402;2.4;-;-
DIS;19600403;1.9;-;-
DIS;19600404;1.5;-;-
DIS;19600405;0.7;-;-
DIS;19600406;1.3;-;-
DIS;19600407;2.6;-;-
DIS;19600408;4.0;-;-
DIS;19600409;4.6;-;-
DIS;19600410;5.5;-;-
DIS;19600411;3.0;-;-
DIS;19600412;-0.1;-;-
DIS;19600413;0.0;-;-
DIS;19600414;-1.4;-;-
DIS;19600415;1.1;-;-
DIS;19600416;-0.1;-;-
DIS;19600417;-0.6;-;-
DIS;19600418;1.0;-;-
DIS;19600419;3.9;-;-
DIS;19600420;5.4;-;-
DIS;19600421;3.0;-;-
DIS;19600422;4.6;-;-
DIS;19600423;3.5;-;-
DIS;19600424;2.2;-;-
DIS;19600425;0.8;-;-
DIS;19600426;-2.0;-;-
DIS;19600427;-3.9;-;-
DIS;19600428;-2.8;-;-
DIS;19600429;-2.3;-;-
DIS;19600430;-2.2;-;-
DIS;19600501;-1.1;-;-
DIS;19600502;-0.4;-;-
DIS;19600503;-0.2;-;-
DIS;19600504;2.5;-;-
DIS;19600505;2.5;-;-
DIS;19600506;3.2;-;-
DIS;19600507;4.6;-;-
DIS;19600508;4.4;-;-
DIS;19600509;4.9;-;-
DIS;19600510;7.0;-;-
DIS;19600511;6.4;-;-
DIS;19600512;8.4;-;-
DIS;19600513;9.0;-;-
DIS;19600514;9.3;-;-
DIS;19600515;10.0;-;-
DIS;19600516;10.0;-;-
DIS;19600517;9.3;-;-
DIS;19600518;11.1;-;-
DIS;19600519;7.9;-;-
DIS;19600520;4.9;-;-
DIS;19600521;6.4;-;-
DIS;19600522;5.5;-;-
DIS;19600523;5.3;-;-
DIS;19600524;6.4;-;-
DIS;19600525;7.4;-;-
DIS;19600526;6.5;-;-
DIS;19600527;5.6;-;-
DIS;19600528;7.5;-;-
DIS;19600529;6.1;-;-
DIS;19600530;6.0;-;-
DIS;19600531;8.7;-;-
DIS;19600601;8.2;-;-
DIS;19600602;8.0;-;-
DIS;19600603;9.0;-;-
DIS;19600604;10.9;-;-
DIS;19600605;11.4;-;-
DIS;19600606;9.2;-;-
DIS;19600607;11.6;-;-
DIS;19600608;9.5;-;-
DIS;19600609;9.4;-;-
DIS;19600610;8.8;-;-
DIS;19600611;6.0;-;-
DIS;19600612;7.9;-;-
DIS;19600613;11.6;-;-
DIS;19600614;6.5;-;-
DIS;19600615;6.5;-;-
DIS;19600616;5.9;-;-
DIS;19600617;7.5;-;-
DIS;19600618;9.9;-;-
DIS;19600619;12.4;-;-
DIS;19600620;10.6;-;-
DIS;19600621;10.1;-;-
DIS;19600622;9.2;-;-
DIS;19600623;11.4;-;-
DIS;19600624;13.3;-;-
DIS;19600625;12.5;-;-
DIS;19600626;9.1;-;-
DIS;19600627;8.5;-;-
DIS;19600628;8.7;-;-
DIS;19600629;5.2;-;-
DIS;19600630;5.0;-;-
DIS;19600701;5.7;-;-
DIS;19600702;6.7;-;-
DIS;19600703;6.6;-;-
DIS;19600704;6.5;-;-
DIS;19600705;8.9;-;-
DIS;19600706;10.0;-;-
DIS;19600707;10.8;-;-
DIS;19600708;7.2;-;-
DIS;19600709;7.5;-;-
DIS;19600710;7.4;-;-
DIS;19600711;9.2;-;-
DIS;19600712;8.7;-;-
DIS;19600713;7.1;-;-
DIS;19600714;8.9;-;-
DIS;19600715;9.8;-;-
DIS;19600716;8.6;-;-
DIS;19600717;5.4;-;-
DIS;19600718;12.4;-;-
DIS;19600719;12.5;-;-
DIS;19600720;9.7;-;-
DIS;19600721;7.8;-;-
DIS;19600722;8.5;-;-
DIS;19600723;5.6;-;-
DIS;19600724;4.6;-;-
DIS;19600725;4.7;-;-
DIS;19600726;8.5;-;-
DIS;19600727;9.8;-;-
DIS;19600728;8.0;-;-
DIS;19600729;9.8;-;-
DIS;19600730;11.7;-;-
DIS;19600731;12.5;-;-
DIS;19600801;9.3;-;-
DIS;19600802;8.4;-;-
DIS;19600803;7.6;-;-
DIS;19600804;8.0;-;-
DIS;19600805;11.1;-;-
DIS;19600806;9.7;-;-
DIS;19600807;9.4;-;-
DIS;19600808;9.7;-;-
DIS;19600809;8.5;-;-
DIS;19600810;9.4;-;-
DIS;19600811;9.5;-;-
DIS;19600812;8.0;-;-
DIS;19600813;7.2;-;-
DIS;19600814;7.0;-;-
DIS;19600815;8.9;-;-
DIS;19600816;7.2;-;-
DIS;19600817;8.0;-;-
DIS;19600818;12.5;-;-
DIS;19600819;7.6;-;-
DIS;19600820;6.5;-;-
DIS;19600821;9.5;-;-
DIS;19600822;9.4;-;-
DIS;19600823;12.4;-;-
DIS;19600824;13.4;-;-
DIS;19600825;14.5;-;-
DIS;19600826;15.5;-;-
DIS;19600827;14.3;-;-
DIS;19600828;10.4;-;-
DIS;19600829;9.0;-;-
DIS;19600830;9.4;-;-
DIS;19600831;6.9;-;-
DIS;19600901;6.6;-;-
DIS;19600902;8.3;-;-
DIS;19600903;7.9;-;-
DIS;19600904;9.6;-;-
DIS;19600905;5.3;-;-
DIS;19600906;4.8;-;-
DIS;19600907;4.9;-;-
DIS;19600908;6.9;-;-
DIS;19600909;4.8;-;-
DIS;19600910;4.5;-;-
DIS;19600911;6.4;-;-
DIS;19600912;7.0;-;-
DIS;19600913;8.4;-;-
DIS;19600914;10.1;-;-
DIS;19600915;8.9;-;-
DIS;19600916;8.8;-;-
DIS;19600917;7.1;-;-
DIS;19600918;7.8;-;-
DIS;19600919;5.5;-;-
DIS;19600920;4.2;-;-
DIS;19600921;2.0;-;-
DIS;19600922;3.9;-;-
DIS;19600923;3.0;-;-
DIS;19600924;5.8;-;-
DIS;19600925;6.6;-;-
DIS;19600926;4.5;-;-
DIS;19600927;6.0;-;-
DIS;19600928;6.5;-;-
DIS;19600929;5.0;-;-
DIS;19600930;2.8;-;-
DIS;19601001;3.0;-;-
DIS;19601002;4.2;-;-
DIS;19601003;8.4;-;-
DIS;19601004;8.0;-;-
DIS;19601005;7.9;-;-
DIS;19601006;7.9;-;-
DIS;19601007;4.5;-;-
DIS;19601008;4.4;-;-
DIS;19601009;0.8;-;-
DIS;19601010;0.7;-;-
DIS;19601011;2.9;-;-
DIS;19601012;-0.4;-;-
DIS;19601013;-0.2;-;-
DIS;19601014;-0.6;-;-
DIS;19601015;-1.4;-;-
DIS;19601016;-1.8;-;-
DIS;19601017;-1.4;-;-
DIS;19601018;-1.8;-;-
DIS;19601019;-1.3;-;-
DIS;19601020;3.0;-;-
DIS;19601021;2.0;-;-
DIS;19601022;1.5;-;-
DIS;19601023;5.0;-;-
DIS;19601024;5.4;-;-
DIS;19601025;4.9;-;-
DIS;19601026;5.5;-;-
DIS;19601027;3.2;-;-
DIS;19601028;4.5;-;-
DIS;19601029;5.0;-;-
DIS;19601030;2.5;-;-
DIS;19601031;1.1;-;-
DIS;19601101;2.7;-;0
DIS;19601102;5.9;-;0
DIS;19601103;2.1;-;0
DIS;19601104;5.6;-;0
DIS;19601105;0.0;-;14
DIS;19601106;-3.0;-;14
DIS;19601107;-1.7;-;13
DIS;19601108;-0.8;-;12
DIS;19601109;-4.0;-;12
DIS;19601110;-3.9;-;9
DIS;19601111;1.4;-;8
DIS;19601112;2.9;-;5
DIS;19601113;1.9;-;0
DIS;19601114;-0.4;-;0
DIS;19601115;-0.4;-;0
DIS;19601116;0.5;-;1
DIS;19601117;-0.7;-;3
DIS;19601118;0.5;-;2
DIS;19601119;-0.1;-;3
DIS;19601120;-1.6;-;13
DIS;19601121;-1.8;-;12
DIS;19601122;3.6;-;7
DIS;19601123;2.3;-;1
DIS;19601124;0.7;-;0
DIS;19601125;0.0;-;0
DIS;19601126;2.0;-;0
DIS;19601127;1.3;-;0
DIS;19601128;0.3;-;0
DIS;19601129;-1.9;-;3
DIS;19601130;-3.6;-;4
DIS;19601201;-0.5;-;3
DIS;19601202;0.3;-;2
DIS;19601203;-1.4;-;2
DIS;19601204;0.4;-;1
DIS;19601205;2.1;-;0
DIS;19601206;0.0;-;0
DIS;19601207;-1.7;-;43
DIS;19601208;-5.1;-;50
DIS;19601209;-3.7;-;47
DIS;19601210;-3.7;-;44
DIS;19601211;-4.2;-;41
DIS;19601212;-4.9;-;41
DIS;19601213;-6.8;-;38
DIS;19601214;-7.1;-;38
DIS;19601215;-1.5;-;38
DIS;19601216;-2.9;-;36
DIS;19601217;2.1;-;35
DIS;19601218;1.3;-;33
DIS;19601219;-3.2;-;33
DIS;19601220;-1.1;-;31
DIS;19601221;-4.7;-;45
DIS;19601222;-8.0;-;42
DIS;19601223;-6.6;-;43
DIS;19601224;-10.9;-;42
DIS;19601225;-10.6;-;42
DIS;19601226;-8.5;-;41
DIS;19601227;-3.2;-;39
DIS;19601228;-5.0;-;37
DIS;19601229;-7.8;-;38
DIS;19601230;-8.0;-;37
DIS;19601231;-6.3;-;36
DIS;19610101;-2.6;-;35
DIS;19610102;-2.6;-;35
DIS;19610103;-2.5;-;35
DIS;19610104;-5.6;-;53
DIS;19610105;-6.2;-;48
DIS;19610106;-8.1;-;44
DIS;19610107;-5.5;-;42
DIS;19610108;-7.0;-;40
DIS;19610109;-5.2;-;40
DIS;19610110;-6.8;-;40
DIS;19610111;-2.7;-;39
DIS;19610112;-5.5;-;41
DIS;19610113;-8.0;-;40
DIS;19610114;-9.2;-;40
DIS;19610115;-9.4;-;40
DIS;19610116;-2.1;-;39
DIS;19610117;-3.6;-;38
DIS;19610118;-5.6;-;38
DIS;19610119;-4.2;-;38
DIS;19610120;-6.1;-;37
DIS;19610121;-3.6;-;37
DIS;19610122;-4.5;-;36
DIS;19610123;-3.0;-;36
DIS;19610124;-3.0;-;35
DIS;19610125;-3.0;-;35
DIS;19610126;-3.5;-;35
DIS;19610127;-4.7;-;35
DIS;19610128;-5.0;-;35
DIS;19610129;-1.6;-;36
DIS;19610130;-1.1;-;36
DIS;19610131;1.4;-;32
DIS;19610201;-4.0;-;30
DIS;19610202;-4.4;-;41
DIS;19610203;-3.4;-;78
DIS;19610204;-5.5;-;88
DIS;19610205;-4.7;-;95
DIS;19610206;-4.1;-;90
DIS;19610207;-3.2;-;85
DIS;19610208;-3.4;-;85
DIS;19610209;-2.7;-;83
DIS;19610210;-2.9;-;100
DIS;19610211;-4.2;-;90
DIS;19610212;-0.7;-;83
DIS;19610213;-0.3;-;80
DIS;19610214;0.0;-;77
DIS;19610215;0.9;-;75
DIS;19610216;1.0;-;72
DIS;19610217;0.4;-;70
DIS;19610218;0.0;-;68
DIS;19610219;-0.9;-;67
DIS;19610220;-2.6;-;64
DIS;19610221;-1.6;-;62
DIS;19610222;-0.9;-;62
DIS;19610223;0.3;-;62
DIS;19610224;-0.4;-;60
DIS;19610225;0.7;-;56
DIS;19610226;1.8;-;53
DIS;19610227;2.7;-;50
DIS;19610228;-0.4;-;47
DIS;19610301;-2.3;-;63
DIS;19610302;-5.9;-;77
DIS;19610303;-3.3;-;65
DIS;19610304;-5.6;-;70
DIS;19610305;-3.9;-;65
DIS;19610306;-0.6;-;60
DIS;19610307;0.0;-;55
DIS;19610308;0.0;-;50
DIS;19610309;2.0;-;46
DIS;19610310;2.0;-;44
DIS;19610311;1.5;-;42
DIS;19610312;0.9;-;40
DIS;19610313;1.6;-;38
DIS;19610314;3.0;-;35
DIS;19610315;1.9;-;30
DIS;19610316;1.4;-;26
DIS;19610317;2.4;-;20
DIS;19610318;3.0;-;15
DIS;19610319;-1.8;-;10
DIS;19610320;-3.8;-;10
DIS;19610321;-4.4;-;5
DIS;19610322;-5.4;-;15
DIS;19610323;-7.7;-;8
DIS;19610324;-2.6;-;5
DIS;19610325;-0.9;-;0
DIS;19610326;-0.3;-;0
DIS;19610327;0.9;-;0
DIS;19610328;-2.0;-;0
DIS;19610329;-3.1;-;0
DIS;19610330;1.4;-;0
DIS;19610331;2.6;-;0
DIS;19610401;2.0;-;0
DIS;19610402;4.2;-;0
DIS;19610403;3.0;-;0
DIS;19610404;2.1;-;0
DIS;19610405;4.7;-;0
DIS;19610406;6.5;-;0
DIS;19610407;8.2;-;0
DIS;19610408;7.0;-;0
DIS;19610409;6.0;-;0
DIS;19610410;7.1;-;0
DIS;19610411;6.7;-;0
DIS;19610412;5.8;-;0
DIS;19610413;8.8;-;0
DIS;19610414;7.3;-;0
DIS;19610415;2.6;-;0
DIS;19610416;2.4;-;0
DIS;19610417;5.3;-;0
DIS;19610418;6.0;-;0
DIS;19610419;4.3;-;0
DIS;19610420;5.1;-;0
DIS;19610421;7.2;-;0
DIS;19610422;7.5;-;0
DIS;19610423;5.0;-;0
DIS;19610424;3.2;-;0
DIS;19610425;3.3;-;0
DIS;19610426;5.3;-;0
DIS;19610427;4.2;-;0
DIS;19610428;3.3;-;0
DIS;19610429;7.0;-;0
DIS;19610430;4.2;-;0
DIS;19610501;3.2;-;0
DIS;19610502;3.4;-;0
DIS;19610503;5.3;-;0
