stn;time;tre200dn;htoautd0;hto000d0
DIS;19941214;-1.5;-;0
DIS;19941215;-4.8;-;1
DIS;19941216;-5.6;-;1
DIS;19941217;-3.6;-;1
DIS;19941218;-1.1;-;1
DIS;19941219;-1.2;-;1
DIS;19941220;-3.4;-;8
DIS;19941221;-5.9;-;18
DIS;19941222;-6.6;-;19
DIS;19941223;-9.3;-;17
DIS;19941224;-10.7;-;15
DIS;19941225;-9.7;-;14
DIS;19941226;-10.5;-;13
DIS;19941227;-2.6;-;12
DIS;19941228;1.2;-;10
DIS;19941229;1.5;-;10
DIS;19941230;-0.7;-;6
DIS;19941231;-1.9;-;10
DIS;19950101;-6.3;-;18
DIS;19950102;-7.9;-;21
DIS;19950103;-10.3;-;37
DIS;19950104;-15.2;-;38
DIS;19950105;-16.7;-;26
DIS;19950106;-12.1;-;26
DIS;19950107;-11.3;-;22
DIS;19950108;-9.5;-;21
DIS;19950109;-9.3;-;21
DIS;19950110;-5.7;-;22
DIS;19950111;-6.3;-;105
DIS;19950112;-7.3;-;90
DIS;19950113;-12.2;-;98
DIS;19950114;-17.4;-;91
DIS;19950115;-10.6;-;84
DIS;19950116;-6.5;-;80
DIS;19950117;-1.5;-;67
DIS;19950118;-2.3;-;66
DIS;19950119;-4.9;-;66
DIS;19950120;-2.9;-;66
DIS;19950121;-3.0;-;63
DIS;19950122;-1.2;-;64
DIS;19950123;0.1;-;56
DIS;19950124;-5.1;-;48
DIS;19950125;-4.4;-;66
DIS;19950126;-0.5;-;62
DIS;19950127;-6.2;-;59
DIS;19950128;-5.4;-;56
DIS;19950129;-2.1;-;56
DIS;19950130;-0.8;-;58
DIS;19950131;-5.0;-;61
DIS;19950201;-4.0;-;60
DIS;19950202;0.7;-;56
DIS;19950203;-2.4;-;54
DIS;19950204;-0.9;-;54
DIS;19950205;-1.9;-;59
DIS;19950206;-0.7;-;57
DIS;19950207;0.5;-;53
DIS;19950208;0.2;-;53
DIS;19950209;-0.2;-;50
DIS;19950210;-2.9;-;50
DIS;19950211;-0.3;-;50
DIS;19950212;0.5;-;49
DIS;19950213;1.4;-;49
DIS;19950214;-2.0;-;48
DIS;19950215;-3.6;-;47
DIS;19950216;-1.4;-;44
DIS;19950217;-1.9;-;43
DIS;19950218;-3.0;-;41
DIS;19950219;-4.6;-;43
DIS;19950220;-0.7;-;41
DIS;19950221;3.7;-;39
DIS;19950222;-1.3;-;36
DIS;19950223;-3.9;-;31
DIS;19950224;-4.6;-;30
DIS;19950225;-1.5;-;54
DIS;19950226;-3.4;-;60
DIS;19950227;-6.3;-;65
DIS;19950228;-8.3;-;61
DIS;19950301;0.0;-;57
DIS;19950302;-2.4;-;47
DIS;19950303;-4.1;-;41
DIS;19950304;-7.8;-;45
DIS;19950305;-10.4;-;47
DIS;19950306;-3.8;-;44
DIS;19950307;-7.0;-;41
DIS;19950308;-7.6;-;38
DIS;19950309;-4.4;-;35
DIS;19950310;-6.0;-;34
DIS;19950311;-0.5;-;33
DIS;19950312;1.7;-;32
DIS;19950313;-0.8;-;30
DIS;19950314;-3.0;-;29
DIS;19950315;-3.3;-;27
DIS;19950316;-5.0;-;28
DIS;19950317;-6.2;-;27
DIS;19950318;-0.4;-;26
DIS;19950319;1.0;-;25
DIS;19950320;-5.0;-;24
DIS;19950321;-5.7;-;30
DIS;19950322;-6.5;-;32
DIS;19950323;-5.1;-;25
DIS;19950324;0.5;-;24
DIS;19950325;1.7;-;20
DIS;19950326;1.5;-;10
DIS;19950327;-6.2;-;8
DIS;19950328;-8.4;-;10
DIS;19950329;-7.6;-;24
DIS;19950330;-10.7;-;46
DIS;19950331;-12.8;-;43
DIS;19950401;-4.2;-;45
DIS;19950402;0.7;-;34
DIS;19950403;1.6;-;22
DIS;19950404;4.1;-;17
DIS;19950405;4.4;-;9
DIS;19950406;3.8;-;3
DIS;19950407;4.4;-;0
DIS;19950408;-0.9;-;0
DIS;19950409;-2.2;-;0
DIS;19950410;-2.4;-;0
DIS;19950411;1.0;-;0
DIS;19950412;0.2;-;0
DIS;19950413;0.8;-;0
DIS;19950414;-2.1;-;0
DIS;19950415;-2.4;-;0
DIS;19950416;-0.6;-;0
DIS;19950417;-1.4;-;2
DIS;19950418;1.3;-;0
DIS;19950419;3.6;-;0
DIS;19950420;-1.3;-;12
DIS;19950421;-0.9;-;88
DIS;19950422;3.0;-;26
DIS;19950423;3.3;-;11
DIS;19950424;5.3;-;4
DIS;19950425;3.6;-;0
DIS;19950426;0.0;-;0
DIS;19950427;3.2;-;0
DIS;19950428;4.0;-;0
DIS;19950429;3.9;-;0
DIS;19950430;5.8;-;0
DIS;19950501;5.6;-;0
DIS;19950502;4.9;-;0
DIS;19950503;4.3;-;0
DIS;19950504;5.7;-;0
DIS;19950505;5.8;-;0
DIS;19950506;6.5;-;0
DIS;19950507;8.2;-;0
DIS;19950508;6.9;-;0
DIS;19950509;7.5;-;0
DIS;19950510;5.1;-;0
DIS;19950511;5.8;-;0
DIS;19950512;4.9;-;0
DIS;19950513;0.6;-;0
DIS;19950514;0.1;-;0
DIS;19950515;-0.7;-;0
DIS;19950516;5.4;-;0
DIS;19950517;6.8;-;0
DIS;19950518;6.3;-;0
DIS;19950519;1.8;-;0
DIS;19950520;0.9;-;0
DIS;19950521;0.9;-;0
DIS;19950522;1.6;-;0
DIS;19950523;5.2;-;0
DIS;19950524;8.1;-;0
DIS;19950525;7.9;-;0
DIS;19950526;8.6;-;0
DIS;19950527;8.3;-;0
DIS;19950528;7.4;-;0
DIS;19950529;9.9;-;0
DIS;19950530;7.1;-;0
DIS;19950531;7.4;-;0
DIS;19950601;5.2;-;0
DIS;19950602;4.9;-;0
DIS;19950603;5.0;-;0
DIS;19950604;6.6;-;0
DIS;19950605;5.5;-;0
DIS;19950606;5.0;-;0
DIS;19950607;5.8;-;0
DIS;19950608;7.8;-;0
DIS;19950609;4.0;-;0
DIS;19950610;4.3;-;0
DIS;19950611;0.1;-;0
DIS;19950612;3.9;-;0
DIS;19950613;5.3;-;0
DIS;19950614;4.4;-;0
DIS;19950615;4.7;-;0
DIS;19950616;6.2;-;0
DIS;19950617;5.5;-;0
DIS;19950618;9.3;-;0
DIS;19950619;8.6;-;0
DIS;19950620;10.2;-;0
DIS;19950621;12.4;-;0
DIS;19950622;9.2;-;0
DIS;19950623;4.0;-;0
DIS;19950624;3.6;-;0
DIS;19950625;3.4;-;0
DIS;19950626;6.7;-;0
DIS;19950627;8.6;-;0
DIS;19950628;12.3;-;0
DIS;19950629;11.3;-;0
DIS;19950630;11.3;-;0
DIS;19950701;11.9;-;0
DIS;19950702;10.7;-;0
DIS;19950703;8.8;-;0
DIS;19950704;8.1;-;0
DIS;19950705;9.2;-;0
DIS;19950706;9.0;-;0
DIS;19950707;10.0;-;0
DIS;19950708;12.9;-;0
DIS;19950709;13.3;-;0
DIS;19950710;14.0;-;0
DIS;19950711;13.4;-;0
DIS;19950712;13.5;-;0
DIS;19950713;13.1;-;0
DIS;19950714;11.8;-;0
DIS;19950715;11.5;-;0
DIS;19950716;11.6;-;0
DIS;19950717;10.4;-;0
DIS;19950718;11.3;-;0
DIS;19950719;13.2;-;0
DIS;19950720;14.4;-;0
DIS;19950721;12.8;-;0
DIS;19950722;12.0;-;0
DIS;19950723;12.5;-;0
DIS;19950724;12.3;-;0
DIS;19950725;12.8;-;0
DIS;19950726;16.4;-;0
DIS;19950727;13.7;-;0
DIS;19950728;13.6;-;0
DIS;19950729;12.8;-;0
DIS;19950730;12.0;-;0
DIS;19950731;12.5;-;0
DIS;19950801;11.3;-;0
DIS;19950802;12.1;-;0
DIS;19950803;11.9;-;0
DIS;19950804;12.3;-;0
DIS;19950805;12.8;-;0
DIS;19950806;11.9;-;0
DIS;19950807;12.0;-;0
DIS;19950808;9.8;-;0
DIS;19950809;9.7;-;0
DIS;19950810;10.2;-;0
DIS;19950811;13.1;-;0
DIS;19950812;14.3;-;0
DIS;19950813;13.9;-;0
DIS;19950814;12.2;-;0
DIS;19950815;11.2;-;0
DIS;19950816;10.3;-;0
DIS;19950817;8.5;-;0
DIS;19950818;7.8;-;0
DIS;19950819;9.2;-;0
DIS;19950820;11.2;-;0
DIS;19950821;12.2;-;0
DIS;19950822;9.7;-;0
DIS;19950823;13.5;-;0
DIS;19950824;12.4;-;0
DIS;19950825;11.6;-;0
DIS;19950826;10.5;-;0
DIS;19950827;9.9;-;0
DIS;19950828;3.0;-;0
DIS;19950829;3.5;-;0
DIS;19950830;2.5;-;0
DIS;19950831;2.2;-;0
DIS;19950901;3.6;-;0
DIS;19950902;4.8;-;0
DIS;19950903;3.7;-;0
DIS;19950904;3.0;-;0
DIS;19950905;2.8;-;0
DIS;19950906;6.8;-;0
DIS;19950907;5.5;-;0
DIS;19950908;4.3;-;0
DIS;19950909;6.4;-;0
DIS;19950910;5.4;-;0
DIS;19950911;9.0;-;0
DIS;19950912;8.0;-;0
DIS;19950913;6.0;-;0
DIS;19950914;5.9;-;0
DIS;19950915;6.4;-;0
DIS;19950916;5.8;-;0
DIS;19950917;7.2;-;0
DIS;19950918;8.3;-;0
DIS;19950919;4.9;-;0
DIS;19950920;3.7;-;0
DIS;19950921;6.2;-;0
DIS;19950922;6.3;-;0
DIS;19950923;6.6;-;0
DIS;19950924;6.7;-;0
DIS;19950925;3.5;-;0
DIS;19950926;2.3;-;0
DIS;19950927;4.0;-;0
DIS;19950928;2.8;-;0
DIS;19950929;-0.3;-;0
DIS;19950930;-1.6;-;0
DIS;19951001;1.0;-;0
DIS;19951002;5.1;-;0
DIS;19951003;8.3;-;0
DIS;19951004;10.4;-;0
DIS;19951005;10.2;-;0
DIS;19951006;9.5;-;0
DIS;19951007;9.2;-;0
DIS;19951008;9.3;-;0
DIS;19951009;10.5;-;0
DIS;19951010;11.0;-;0
DIS;19951011;10.0;-;0
DIS;19951012;9.2;-;0
DIS;19951013;5.8;-;0
DIS;19951014;6.8;-;0
DIS;19951015;7.1;-;0
DIS;19951016;6.8;-;0
DIS;19951017;7.0;-;0
DIS;19951018;7.0;-;0
DIS;19951019;6.3;-;0
DIS;19951020;4.4;-;0
DIS;19951021;4.4;-;0
DIS;19951022;3.4;-;0
DIS;19951023;3.5;-;0
DIS;19951024;5.1;-;0
DIS;19951025;4.3;-;0
DIS;19951026;5.8;-;0
DIS;19951027;6.8;-;0
DIS;19951028;6.2;-;0
DIS;19951029;6.7;-;0
DIS;19951030;6.3;-;0
DIS;19951031;7.3;-;0
DIS;19951101;3.9;-;0
DIS;19951102;-1.1;-;0
DIS;19951103;-1.7;-;0
DIS;19951104;-7.5;-;2
DIS;19951105;-9.2;-;2
DIS;19951106;-9.5;-;1
DIS;19951107;-4.3;-;0
DIS;19951108;-1.7;-;0
DIS;19951109;-1.0;-;0
DIS;19951110;3.1;-;0
DIS;19951111;6.7;-;0
DIS;19951112;7.5;-;0
DIS;19951113;5.2;-;0
DIS;19951114;3.3;-;0
DIS;19951115;2.6;-;0
DIS;19951116;7.2;-;0
DIS;19951117;-0.3;-;0
DIS;19951118;-5.6;-;4
DIS;19951119;-9.1;-;8
DIS;19951120;-5.5;-;20
DIS;19951121;-8.1;-;15
DIS;19951122;-2.6;-;12
DIS;19951123;-1.7;-;9
DIS;19951124;-0.1;-;7
DIS;19951125;1.5;-;6
DIS;19951126;1.4;-;5
DIS;19951127;0.4;-;3
DIS;19951128;-0.3;-;1
DIS;19951129;-1.7;-;0
DIS;19951130;-2.1;-;0
DIS;19951201;-2.2;-;0
DIS;19951202;-3.3;-;0
DIS;19951203;-2.2;-;0
DIS;19951204;-5.2;-;6
DIS;19951205;-7.3;-;3
DIS;19951206;-6.9;-;2
DIS;19951207;-3.2;-;1
DIS;19951208;0.5;-;1
DIS;19951209;-0.1;-;0
DIS;19951210;-0.8;-;0
DIS;19951211;-3.2;-;0
DIS;19951212;-6.5;-;0
DIS;19951213;-7.7;-;3
DIS;19951214;-8.5;-;6
DIS;19951215;-4.6;-;5
DIS;19951216;2.1;-;4
DIS;19951217;1.6;-;0
DIS;19951218;-0.8;-;0
DIS;19951219;-3.5;-;3
DIS;19951220;-2.7;-;1
DIS;19951221;-0.5;-;10
DIS;19951222;1.7;-;4
DIS;19951223;2.8;-;0
DIS;19951224;0.7;-;0
DIS;19951225;0.1;-;0
DIS;19951226;-4.3;-;1
DIS;19951227;-11.2;-;10
DIS;19951228;-12.5;-;10
DIS;19951229;-9.8;-;9
DIS;19951230;-4.1;-;9
DIS;19951231;-0.7;-;8
DIS;19960101;-1.6;-;18
DIS;19960102;-2.5;-;11
DIS;19960103;-3.2;-;8
DIS;19960104;-7.0;-;7
DIS;19960105;-3.1;-;5
DIS;19960106;1.1;-;4
DIS;19960107;0.2;-;3
DIS;19960108;-1.0;-;3
DIS;19960109;1.2;-;2
DIS;19960110;3.7;-;1
DIS;19960111;2.7;-;0
DIS;19960112;3.5;-;0
DIS;19960113;1.9;-;0
DIS;19960114;1.5;-;0
DIS;19960115;0.2;-;0
DIS;19960116;-1.0;-;0
DIS;19960117;-1.6;-;0
DIS;19960118;-1.6;-;0
DIS;19960119;-2.1;-;0
DIS;19960120;-3.6;-;0
DIS;19960121;-4.0;-;0
DIS;19960122;-1.7;-;0
DIS;19960123;3.0;-;0
DIS;19960124;1.3;-;0
DIS;19960125;1.7;-;0
DIS;19960126;-2.5;-;0
DIS;19960127;-2.9;-;0
DIS;19960128;-3.1;-;0
DIS;19960129;-1.0;-;0
DIS;19960130;-6.2;-;0
DIS;19960131;-5.2;-;0
DIS;19960201;-0.7;-;0
DIS;19960202;1.9;-;0
DIS;19960203;-1.9;-;0
DIS;19960204;-5.8;-;0
DIS;19960205;-10.2;-;1
DIS;19960206;-11.3;-;0
DIS;19960207;-7.1;-;0
DIS;19960208;-6.3;-;0
DIS;19960209;-7.3;-;5
DIS;19960210;-6.0;-;4
DIS;19960211;-5.4;-;1
DIS;19960212;-6.2;-;0
DIS;19960213;-3.6;-;4
DIS;19960214;-5.1;-;15
DIS;19960215;-6.3;-;10
DIS;19960216;-8.8;-;10
DIS;19960217;-3.4;-;11
DIS;19960218;-4.3;-;13
DIS;19960219;-3.6;-;12
DIS;19960220;-7.3;-;12
DIS;19960221;-7.7;-;15
DIS;19960222;-10.0;-;23
DIS;19960223;-13.3;-;23
DIS;19960224;-13.3;-;18
DIS;19960225;-7.5;-;18
DIS;19960226;-0.5;-;17
DIS;19960227;-1.2;-;13
DIS;19960228;-2.1;-;11
DIS;19960229;-3.4;-;10
DIS;19960301;-5.4;-;9
DIS;19960302;-9.7;-;9
DIS;19960303;-11.5;-;8
DIS;19960304;-11.8;-;7
DIS;19960305;-11.4;-;6
DIS;19960306;-7.6;-;5
DIS;19960307;-7.1;-;4
DIS;19960308;-4.3;-;4
DIS;19960309;-5.8;-;4
DIS;19960310;-5.2;-;4
DIS;19960311;-6.2;-;4
DIS;19960312;-11.8;-;4
DIS;19960313;-13.3;-;3
DIS;19960314;-2.2;-;2
DIS;19960315;1.1;-;2
DIS;19960316;1.9;-;0
DIS;19960317;-0.2;-;1
DIS;19960318;1.6;-;0
DIS;19960319;-0.5;-;0
DIS;19960320;-2.2;-;0
DIS;19960321;-0.5;-;0
DIS;19960322;-0.4;-;8
DIS;19960323;0.2;-;4
DIS;19960324;3.2;-;0
DIS;19960325;4.5;-;0
DIS;19960326;3.6;-;0
DIS;19960327;-2.4;-;0
DIS;19960328;-2.9;-;0
DIS;19960329;-3.6;-;0
DIS;19960330;-4.5;-;5
DIS;19960331;-5.5;-;4
DIS;19960401;-4.3;-;0
DIS;19960402;-3.8;-;1
DIS;19960403;-4.3;-;2
DIS;19960404;-5.4;-;2
DIS;19960405;-4.0;-;0
DIS;19960406;2.5;-;0
DIS;19960407;3.1;-;0
DIS;19960408;4.1;-;0
DIS;19960409;2.8;-;0
DIS;19960410;1.4;-;0
DIS;19960411;3.0;-;0
DIS;19960412;2.5;-;0
DIS;19960413;-0.7;-;0
DIS;19960414;-0.9;-;7
DIS;19960415;-3.4;-;0
DIS;19960416;-2.6;-;0
DIS;19960417;1.4;-;0
DIS;19960418;4.7;-;0
DIS;19960419;3.4;-;0
DIS;19960420;5.9;-;0
DIS;19960421;6.3;-;0
DIS;19960422;6.4;-;0
DIS;19960423;6.1;-;0
DIS;19960424;5.1;-;0
DIS;19960425;4.0;-;0
DIS;19960426;5.6;-;0
DIS;19960427;7.9;-;0
DIS;19960428;5.8;-;0
DIS;19960429;7.4;-;0
DIS;19960430;6.1;-;0
DIS;19960501;4.2;-;0
DIS;19960502;3.1;-;0
DIS;19960503;-0.2;-;2
DIS;19960504;0.8;-;0
DIS;19960505;2.5;-;0
DIS;19960506;5.3;-;0
DIS;19960507;6.3;-;0
DIS;19960508;6.7;-;0
DIS;19960509;4.5;-;0
DIS;19960510;3.6;-;0
DIS;19960511;4.4;-;0
DIS;19960512;5.8;-;0
DIS;19960513;5.2;-;0
DIS;19960514;5.2;-;0
DIS;19960515;8.2;-;0
DIS;19960516;7.8;-;0
DIS;19960517;9.0;-;0
DIS;19960518;8.4;-;0
DIS;19960519;0.4;-;0
DIS;19960520;-0.2;-;16
DIS;19960521;1.0;-;12
DIS;19960522;3.1;-;0
DIS;19960523;4.2;-;0
DIS;19960524;5.5;-;0
DIS;19960525;8.5;-;0
DIS;19960526;7.9;-;0
DIS;19960527;5.3;-;0
DIS;19960528;2.6;-;0
DIS;19960529;1.6;-;0
DIS;19960530;6.9;-;0
DIS;19960531;10.3;-;0
DIS;19960601;12.6;-;0
DIS;19960602;9.6;-;0
DIS;19960603;9.1;-;0
DIS;19960604;10.3;-;0
DIS;19960605;10.2;-;0
DIS;19960606;12.9;-;0
DIS;19960607;12.7;-;0
DIS;19960608;13.0;-;0
DIS;19960609;10.8;-;0
DIS;19960610;13.3;-;0
DIS;19960611;12.7;-;0
DIS;19960612;12.6;-;0
DIS;19960613;12.0;-;0
DIS;19960614;9.3;-;0
DIS;19960615;7.6;-;0
DIS;19960616;8.4;-;0
DIS;19960617;7.0;-;0
DIS;19960618;9.8;-;0
DIS;19960619;10.8;-;0
DIS;19960620;9.3;-;0
DIS;19960621;10.6;-;0
DIS;19960622;3.0;-;0
DIS;19960623;2.6;-;0
DIS;19960624;4.4;-;0
DIS;19960625;6.2;-;0
DIS;19960626;6.7;-;0
DIS;19960627;6.4;-;0
DIS;19960628;6.2;-;0
DIS;19960629;9.2;-;0
DIS;19960630;8.4;-;0
DIS;19960701;8.8;-;0
DIS;19960702;5.5;-;0
DIS;19960703;3.7;-;0
DIS;19960704;8.8;-;0
DIS;19960705;9.8;-;0
DIS;19960706;8.4;-;0
DIS;19960707;8.2;-;0
DIS;19960708;2.7;-;0
DIS;19960709;3.1;-;0
DIS;19960710;5.3;-;0
DIS;19960711;7.1;-;0
DIS;19960712;7.3;-;0
DIS;19960713;11.6;-;0
DIS;19960714;12.9;-;0
DIS;19960715;13.6;-;0
DIS;19960716;13.7;-;0
DIS;19960717;11.7;-;0
DIS;19960718;9.6;-;0
DIS;19960719;8.3;-;0
DIS;19960720;8.9;-;0
DIS;19960721;7.8;-;0
DIS;19960722;8.0;-;0
DIS;19960723;12.5;-;0
DIS;19960724;12.4;-;0
DIS;19960725;10.6;-;0
DIS;19960726;8.8;-;0
DIS;19960727;13.7;-;0
DIS;19960728;13.8;-;0
DIS;19960729;13.0;-;0
DIS;19960730;10.5;-;0
DIS;19960731;9.2;-;0
DIS;19960801;12.1;-;0
DIS;19960802;11.8;-;0
DIS;19960803;9.9;-;0
DIS;19960804;8.9;-;0
DIS;19960805;9.3;-;0
DIS;19960806;12.6;-;0
DIS;19960807;13.3;-;0
DIS;19960808;12.5;-;0
DIS;19960809;11.1;-;0
DIS;19960810;12.4;-;0
DIS;19960811;10.6;-;0
DIS;19960812;8.3;-;0
DIS;19960813;6.6;-;0
DIS;19960814;9.5;-;0
DIS;19960815;9.9;-;0
DIS;19960816;7.6;-;0
DIS;19960817;8.4;-;0
DIS;19960818;10.3;-;0
DIS;19960819;10.3;-;0
DIS;19960820;11.8;-;0
DIS;19960821;12.3;-;0
DIS;19960822;10.7;-;0
DIS;19960823;12.0;-;0
DIS;19960824;10.2;-;0
DIS;19960825;9.5;-;0
DIS;19960826;9.9;-;0
DIS;19960827;9.6;-;0
DIS;19960828;6.8;-;0
DIS;19960829;6.4;-;0
DIS;19960830;7.9;-;0
DIS;19960831;8.1;-;0
DIS;19960901;6.6;-;0
DIS;19960902;6.0;-;0
DIS;19960903;6.3;-;0
DIS;19960904;9.5;-;0
DIS;19960905;6.7;-;0
DIS;19960906;4.6;-;0
DIS;19960907;2.4;-;0
DIS;19960908;1.2;-;0
DIS;19960909;2.1;-;0
DIS;19960910;3.7;-;0
DIS;19960911;3.8;-;0
DIS;19960912;5.5;-;0
DIS;19960913;0.0;-;0
DIS;19960914;0.0;-;0
DIS;19960915;1.8;-;0
DIS;19960916;4.4;-;0
DIS;19960917;3.2;-;0
DIS;19960918;4.7;-;0
DIS;19960919;7.6;-;0
DIS;19960920;6.8;-;0
DIS;19960921;6.3;-;0
DIS;19960922;4.5;-;0
DIS;19960923;5.5;-;0
DIS;19960924;4.3;-;0
DIS;19960925;2.9;-;0
DIS;19960926;3.4;-;0
DIS;19960927;2.5;-;0
DIS;19960928;6.7;-;0
DIS;19960929;3.5;-;0
DIS;19960930;7.6;-;0
DIS;19961001;6.7;-;0
DIS;19961002;3.1;-;0
DIS;19961003;1.5;-;0
DIS;19961004;1.0;-;0
DIS;19961005;2.2;-;0
DIS;19961006;2.2;-;0
DIS;19961007;3.7;-;0
DIS;19961008;5.3;-;0
DIS;19961009;6.0;-;0
DIS;19961010;6.3;-;0
DIS;19961011;4.5;-;0
DIS;19961012;4.5;-;0
DIS;19961013;6.3;-;0
DIS;19961014;8.4;-;0
DIS;19961015;7.4;-;0
DIS;19961016;4.7;-;0
DIS;19961017;1.3;-;0
DIS;19961018;2.0;-;0
DIS;19961019;1.5;-;0
DIS;19961020;3.0;-;0
DIS;19961021;3.1;-;0
DIS;19961022;3.4;-;0
DIS;19961023;2.1;-;0
DIS;19961024;5.0;-;0
DIS;19961025;5.0;-;0
DIS;19961026;5.3;-;0
DIS;19961027;2.5;-;0
DIS;19961028;6.5;-;0
DIS;19961029;2.8;-;0
DIS;19961030;-0.9;-;0
DIS;19961031;-1.4;-;0
DIS;19961101;2.7;-;0
DIS;19961102;3.6;-;0
DIS;19961103;5.6;-;0
DIS;19961104;7.7;-;0
DIS;19961105;2.9;-;0
DIS;19961106;0.0;-;0
DIS;19961107;3.9;-;0
DIS;19961108;1.0;-;0
DIS;19961109;-1.5;-;0
DIS;19961110;1.5;-;0
DIS;19961111;4.7;-;0
DIS;19961112;5.7;-;0
DIS;19961113;-0.1;-;0
DIS;19961114;-1.7;-;21
DIS;19961115;-1.7;-;29
DIS;19961116;2.8;-;18
DIS;19961117;3.5;-;7
DIS;19961118;-0.8;-;3
DIS;19961119;-1.3;-;2
DIS;19961120;-0.8;-;3
DIS;19961121;-4.6;-;4
DIS;19961122;-7.9;-;5
DIS;19961123;-7.6;-;6
DIS;19961124;-7.5;-;12
DIS;19961125;-7.0;-;10
DIS;19961126;-3.5;-;9
DIS;19961127;-3.0;-;23
DIS;19961128;-5.4;-;21
DIS;19961129;-6.8;-;21
DIS;19961130;-4.0;-;71
DIS;19961201;-7.0;-;88
DIS;19961202;-6.3;-;81
DIS;19961203;-3.9;-;70
DIS;19961204;-2.8;-;61
DIS;19961205;0.9;-;56
DIS;19961206;1.7;-;51
DIS;19961207;1.8;-;45
DIS;19961208;0.7;-;43
DIS;19961209;3.6;-;40
DIS;19961210;3.2;-;37
DIS;19961211;3.1;-;28
DIS;19961212;1.0;-;25
DIS;19961213;0.0;-;24
DIS;19961214;-1.0;-;20
DIS;19961215;-2.3;-;19
DIS;19961216;-1.9;-;18
DIS;19961217;-0.2;-;18
DIS;19961218;1.9;-;17
DIS;19961219;2.8;-;16
DIS;19961220;2.1;-;16
DIS;19961221;-0.2;-;12
DIS;19961222;1.9;-;12
DIS;19961223;1.3;-;10
DIS;19961224;-2.2;-;9
DIS;19961225;-8.3;-;8
DIS;19961226;-13.9;-;10
DIS;19961227;-15.5;-;10
DIS;19961228;-13.6;-;9
DIS;19961229;-14.6;-;8
DIS;19961230;-12.5;-;8
DIS;19961231;-10.3;-;8
DIS;19970101;-10.0;-;8
DIS;19970102;-5.8;-;8
DIS;19970103;2.1;-;8
DIS;19970104;-3.2;-;6
DIS;19970105;-5.6;-;6
DIS;19970106;-5.1;-;8
DIS;19970107;-3.5;-;9
DIS;19970108;-1.9;-;8
DIS;19970109;-1.7;-;7
DIS;19970110;-3.4;-;7
DIS;19970111;-6.7;-;6
DIS;19970112;-5.4;-;6
DIS;19970113;-3.6;-;5
DIS;19970114;-1.5;-;5
DIS;19970115;3.7;-;5
DIS;19970116;2.6;-;5
DIS;19970117;1.8;-;4
DIS;19970118;-0.8;-;4
DIS;19970119;1.1;-;4
DIS;19970120;-0.1;-;4
DIS;19970121;-0.1;-;3
DIS;19970122;2.6;-;3
DIS;19970123;4.2;-;3
DIS;19970124;1.3;-;2
DIS;19970125;-0.6;-;2
DIS;19970126;-2.5;-;1
DIS;19970127;-3.4;-;0
DIS;19970128;-3.3;-;0
DIS;19970129;-4.9;-;0
DIS;19970130;-2.4;-;0
DIS;19970131;-2.5;-;0
DIS;19970201;-3.2;-;0
DIS;19970202;-3.0;-;0
DIS;19970203;-4.2;-;0
DIS;19970204;-4.9;-;0
DIS;19970205;-1.7;-;0
DIS;19970206;-4.4;-;9
DIS;19970207;-4.0;-;7
DIS;19970208;0.7;-;4
DIS;19970209;-0.7;-;2
DIS;19970210;0.6;-;2
DIS;19970211;1.5;-;1
DIS;19970212;-0.3;-;2
DIS;19970213;-3.3;-;0
DIS;19970214;-4.2;-;3
DIS;19970215;-4.1;-;14
DIS;19970216;-6.2;-;8
DIS;19970217;-5.0;-;5
DIS;19970218;-3.2;-;4
DIS;19970219;-3.5;-;15
DIS;19970220;-2.1;-;9
DIS;19970221;-3.3;-;8
DIS;19970222;-2.0;-;6
DIS;19970223;2.3;-;5
DIS;19970224;1.9;-;4
DIS;19970225;4.5;-;2
DIS;19970226;-0.6;-;0
DIS;19970227;-2.5;-;12
DIS;19970228;-5.2;-;14
DIS;19970301;1.3;-;7
DIS;19970302;2.8;-;5
DIS;19970303;3.4;-;3
DIS;19970304;3.2;-;0
DIS;19970305;2.5;-;0
DIS;19970306;0.2;-;0
DIS;19970307;-0.8;-;0
DIS;19970308;0.3;-;0
DIS;19970309;1.9;-;0
DIS;19970310;1.8;-;0
DIS;19970311;3.0;-;0
DIS;19970312;3.8;-;0
DIS;19970313;2.4;-;0
DIS;19970314;0.3;-;0
DIS;19970315;1.8;-;0
DIS;19970316;1.8;-;0
DIS;19970317;1.8;-;0
DIS;19970318;2.1;-;0
DIS;19970319;-1.2;-;0
DIS;19970320;-2.3;-;24
DIS;19970321;-3.7;-;7
DIS;19970322;-2.4;-;3
DIS;19970323;-3.9;-;0
DIS;19970324;-0.3;-;1
DIS;19970325;-1.3;-;0
DIS;19970326;0.7;-;0
DIS;19970327;1.9;-;0
DIS;19970328;-2.7;-;0
DIS;19970329;-4.3;-;24
DIS;19970330;-3.0;-;28
DIS;19970331;-4.3;-;6
DIS;19970401;-0.8;-;2
DIS;19970402;1.0;-;0
DIS;19970403;2.9;-;0
DIS;19970404;-1.9;-;0
DIS;19970405;-2.8;-;1
DIS;19970406;-0.2;-;0
DIS;19970407;-1.9;-;0
DIS;19970408;-2.3;-;0
DIS;19970409;0.5;-;0
DIS;19970410;3.1;-;0
DIS;19970411;1.3;-;0
DIS;19970412;-2.4;-;0
DIS;19970413;-2.3;-;0
