time;tre200dx;tre200dn;tre200d0;hns000d0;rka150d0;hto000d0
20131230;-;-;-;0;-;4
20131231;-;-;-;0;-;3
20140101;-;-;-;0;-;3
20140102;-;-;-;0;-;3
20140103;-;-;-;0;-;2
20140104;-;-;-;0;-;0
20140105;-;-;-;0;-;0
20140106;-;-;-;0;-;0
20140107;-;-;-;0;-;0
20140108;-;-;-;0;-;0
20140109;-;-;-;0;-;0
20140110;-;-;-;0;-;0
20140111;-;-;-;0;-;0
20140112;-;-;-;0;-;0
20140113;-;-;-;1;-;0
20140114;-;-;-;7;-;1
20140115;-;-;-;0;-;8
20140116;-;-;-;0;-;6
20140117;-;-;-;0;-;5
20140118;-;-;-;0;-;4
20140119;-;-;-;0;-;3
20140120;-;-;-;3;-;2
20140121;-;-;-;0;-;5
20140122;-;-;-;0;-;4
20140123;-;-;-;11;-;3
20140124;-;-;-;1;-;14
20140125;-;-;-;2;-;13
20140126;-;-;-;2;-;13
20140127;-;-;-;1;-;14
20140128;-;-;-;0;-;12
20140129;-;-;-;0;-;11
20140130;-;-;-;0;-;10
20140131;-;-;-;0;-;9
20140201;-;-;-;8;-;8
20140202;-;-;-;1;-;16
20140203;-;-;-;0;-;15
20140204;-;-;-;0;-;11
20140205;-;-;-;2;-;9
20140206;-;-;-;0;-;11
20140207;-;-;-;0;-;10
20140208;-;-;-;2;-;8
20140209;-;-;-;0;-;10
20140210;-;-;-;8;-;9
20140211;-;-;-;0;-;17
20140212;-;-;-;0;-;12
20140213;-;-;-;0;-;10
20140214;-;-;-;0;-;6
20140215;-;-;-;0;-;5
20140216;-;-;-;1;-;3
20140217;-;-;-;0;-;4
20140218;-;-;-;0;-;2
20140219;-;-;-;0;-;0
20140220;-;-;-;0;-;0
20140221;-;-;-;0;-;0
20140222;-;-;-;0;-;0
20140223;-;-;-;0;-;0
20140224;-;-;-;0;-;0
20140225;-;-;-;0;-;0
20140226;-;-;-;0;-;0
20140227;-;-;-;0;-;0
20140228;-;-;-;4;-;0
20140301;-;-;-;3;-;4
20140302;-;-;-;0;-;3
20140303;-;-;-;0;-;0
20140304;-;-;-;5;-;0
20140305;-;-;-;2;-;5
20140306;-;-;-;0;-;2
20140307;-;-;-;0;-;0
20140308;-;-;-;0;-;0
20140309;-;-;-;0;-;0
20140310;-;-;-;0;-;0
20140311;-;-;-;0;-;0
20140312;-;-;-;0;-;0
20140313;-;-;-;0;-;0
20140314;-;-;-;0;-;0
20140315;-;-;-;0;-;0
20140316;-;-;-;0;-;0
20140317;-;-;-;0;-;0
20140318;-;-;-;0;-;0
20140319;-;-;-;0;-;0
20140320;-;-;-;0;-;0
20140321;-;-;-;0;-;0
20140322;-;-;-;5;-;0
20140323;-;-;-;12;-;5
20140324;-;-;-;5;-;17
20140325;-;-;-;0;-;12
20140326;-;-;-;0;-;3
20140327;-;-;-;0;-;0
20140328;-;-;-;0;-;0
20140329;-;-;-;0;-;0
20140330;-;-;-;0;-;0
20140331;-;-;-;0;-;0
20140401;-;-;-;0;-;0
20140402;-;-;-;0;-;0
20140403;-;-;-;0;-;0
20140404;-;-;-;0;-;0
20140405;-;-;-;0;-;0
20140406;-;-;-;0;-;0
20140407;-;-;-;0;-;0
20140408;-;-;-;0;-;0
20140409;-;-;-;0;-;0
20140410;-;-;-;0;-;0
20140411;-;-;-;0;-;0
20140412;-;-;-;0;-;0
20140413;-;-;-;0;-;0
20140414;-;-;-;0;-;0
20140415;-;-;-;-;-;0
20140416;-;-;-;0;-;-
20140417;-;-;-;0;-;0
20140418;-;-;-;7;-;0
20140419;-;-;-;0;-;7
20140420;-;-;-;0;-;0
20140421;-;-;-;0;-;0
20140422;-;-;-;0;-;0
20140423;-;-;-;0;-;0
20140424;-;-;-;0;-;0
20140425;-;-;-;0;-;0
20140426;-;-;-;0;-;0
20140427;-;-;-;0;-;0
20140428;-;-;-;0;-;0
20140429;-;-;-;0;-;0
20140430;-;-;-;0;-;0
20140501;-;-;-;0;-;0
20140502;-;-;-;0;-;0
20140503;-;-;-;0;-;0
20140504;-;-;-;0;-;0
20140505;-;-;-;0;-;0
20140506;-;-;-;0;-;0
20140507;-;-;-;0;-;0
20140508;-;-;-;0;-;0
20140509;-;-;-;-;-;0
20140510;-;-;-;0;-;-
20140511;-;-;-;0;-;0
20140512;-;-;-;0;-;0
20140513;-;-;-;0;-;0
20140514;-;-;-;0;-;0
20140515;-;-;-;0;-;0
20140516;-;-;-;0;-;0
20140517;-;-;-;0;-;0
20140518;-;-;-;0;-;0
20140519;-;-;-;0;-;0
20140520;-;-;-;0;-;0
20140521;-;-;-;0;-;0
20140522;-;-;-;0;-;0
20140523;-;-;-;0;-;0
20140524;-;-;-;0;-;0
20140525;-;-;-;0;-;0
20140526;-;-;-;0;-;0
20140527;-;-;-;0;-;0
20140528;-;-;-;0;-;0
20140529;-;-;-;0;-;0
20140530;-;-;-;0;-;0
20140531;-;-;-;0;-;0
20140601;-;-;-;0;-;0
20140602;-;-;-;0;-;0
20140603;-;-;-;0;-;0
20140604;-;-;-;0;-;0
20140605;-;-;-;0;-;0
20140606;-;-;-;0;-;0
20140607;-;-;-;0;-;0
20140608;-;-;-;0;-;0
20140609;-;-;-;0;-;0
20140610;-;-;-;0;-;0
20140611;-;-;-;0;-;0
20140612;-;-;-;0;-;0
20140613;-;-;-;0;-;0
20140614;-;-;-;0;-;0
20140615;-;-;-;0;-;0
20140616;-;-;-;0;-;0
20140617;-;-;-;0;-;0
20140618;-;-;-;0;-;0
20140619;-;-;-;0;-;0
20140620;-;-;-;0;-;0
20140621;-;-;-;-;-;0
20140622;-;-;-;0;-;-
20140623;-;-;-;0;-;0
20140624;-;-;-;0;-;0
20140625;-;-;-;0;-;0
20140626;-;-;-;0;-;0
20140627;-;-;-;0;-;0
20140628;-;-;-;0;-;0
20140629;-;-;-;0;-;0
20140630;-;-;-;0;-;0
20140701;-;-;-;0;-;0
20140702;-;-;-;0;-;0
20140703;-;-;-;0;-;0
20140704;-;-;-;0;-;0
20140705;-;-;-;0;-;0
20140706;-;-;-;0;-;0
20140707;-;-;-;0;-;0
20140708;-;-;-;0;-;0
20140709;-;-;-;0;-;0
20140710;-;-;-;0;-;0
20140711;-;-;-;0;-;0
20140712;-;-;-;-;-;0
20140713;-;-;-;0;-;-
20140714;-;-;-;0;-;0
20140715;-;-;-;-;-;0
20140716;-;-;-;0;-;-
20140717;-;-;-;-;-;0
20140718;-;-;-;0;-;-
20140719;-;-;-;0;-;0
20140720;-;-;-;0;-;0
20140721;-;-;-;0;-;0
20140722;-;-;-;0;-;0
20140723;-;-;-;0;-;0
20140724;-;-;-;0;-;0
20140725;-;-;-;0;-;0
20140726;-;-;-;0;-;0
20140727;-;-;-;0;-;0
20140728;-;-;-;0;-;0
20140729;-;-;-;0;-;0
20140730;-;-;-;0;-;0
20140731;-;-;-;0;-;0
20140801;-;-;-;0;-;0
20140802;-;-;-;0;-;0
20140803;-;-;-;0;-;0
20140804;-;-;-;0;-;0
20140805;-;-;-;0;-;0
20140806;-;-;-;0;-;0
20140807;-;-;-;0;-;0
20140808;-;-;-;0;-;0
20140809;-;-;-;0;-;0
20140810;-;-;-;0;-;0
20140811;-;-;-;0;-;0
20140812;-;-;-;0;-;0
20140813;-;-;-;0;-;0
20140814;-;-;-;0;-;0
20140815;-;-;-;0;-;0
20140816;-;-;-;0;-;0
20140817;-;-;-;0;-;0
20140818;-;-;-;0;-;0
20140819;-;-;-;0;-;0
20140820;-;-;-;0;-;0
20140821;-;-;-;0;-;0
20140822;-;-;-;0;-;0
20140823;-;-;-;0;-;0
20140824;-;-;-;0;-;0
20140825;-;-;-;0;-;0
20140826;-;-;-;0;-;0
20140827;-;-;-;0;-;0
20140828;-;-;-;0;-;0
20140829;-;-;-;0;-;0
20140830;-;-;-;0;-;0
20140831;-;-;-;0;-;0
20140901;-;-;-;0;-;0
20140902;-;-;-;0;-;0
20140903;-;-;-;0;-;0
20140904;-;-;-;0;-;0
20140905;-;-;-;0;-;0
20140906;-;-;-;0;-;0
20140907;-;-;-;0;-;0
20140908;-;-;-;0;-;0
20140909;-;-;-;0;-;0
20140910;-;-;-;0;-;0
20140911;-;-;-;0;-;0
20140912;-;-;-;0;-;0
20140913;-;-;-;0;-;0
20140914;-;-;-;0;-;0
20140915;-;-;-;0;-;0
20140916;-;-;-;0;-;0
20140917;-;-;-;0;-;0
20140918;-;-;-;0;-;0
20140919;-;-;-;0;-;0
20140920;-;-;-;0;-;0
20140921;-;-;-;0;-;0
20140922;-;-;-;0;-;0
20140923;-;-;-;0;-;0
20140924;-;-;-;0;-;0
20140925;-;-;-;0;-;0
20140926;-;-;-;0;-;0
20140927;-;-;-;0;-;0
20140928;-;-;-;0;-;0
20140929;-;-;-;0;-;0
20140930;-;-;-;0;-;0
20141001;-;-;-;0;-;0
20141002;-;-;-;0;-;0
20141003;-;-;-;0;-;0
20141004;-;-;-;0;-;0
20141005;-;-;-;0;-;0
20141006;-;-;-;0;-;0
20141007;-;-;-;0;-;0
20141008;-;-;-;0;-;0
20141009;-;-;-;0;-;0
20141010;-;-;-;0;-;0
20141011;-;-;-;0;-;0
20141012;-;-;-;0;-;0
20141013;-;-;-;0;-;0
20141014;-;-;-;0;-;0
20141015;-;-;-;0;-;0
20141016;-;-;-;0;-;0
20141017;-;-;-;0;-;0
20141018;-;-;-;0;-;0
20141019;-;-;-;0;-;0
20141020;-;-;-;0;-;0
20141021;-;-;-;0;-;0
20141022;-;-;-;0;-;0
20141023;-;-;-;0;-;0
20141024;-;-;-;0;-;0
20141025;-;-;-;0;-;0
20141026;-;-;-;0;-;0
20141027;-;-;-;0;-;0
20141028;-;-;-;0;-;0
20141029;-;-;-;0;-;0
20141030;-;-;-;0;-;0
20141031;-;-;-;0;-;0
20141101;-;-;-;0;-;0
20141102;-;-;-;0;-;0
20141103;-;-;-;0;-;0
20141104;-;-;-;0;-;0
20141105;-;-;-;13;-;0
20141106;-;-;-;0;-;13
20141107;-;-;-;0;-;5
20141108;-;-;-;0;-;2
20141109;-;-;-;0;-;0
20141110;-;-;-;0;-;0
20141111;-;-;-;0;-;0
20141112;-;-;-;0;-;0
20141113;-;-;-;0;-;0
20141114;-;-;-;0;-;0
20141115;-;-;-;0;-;0
20141116;-;-;-;0;-;0
20141117;-;-;-;0;-;0
20141118;-;-;-;0;-;0
20141119;-;-;-;0;-;0
20141120;-;-;-;0;-;0
20141121;-;-;-;0;-;0
20141122;-;-;-;0;-;0
20141123;-;-;-;0;-;0
20141124;-;-;-;0;-;0
20141125;-;-;-;0;-;0
20141126;-;-;-;0;-;0
20141127;-;-;-;0;-;0
20141128;-;-;-;0;-;0
20141129;-;-;-;0;-;0
20141130;-;-;-;0;-;0
20141201;-;-;-;0;-;0
20141202;-;-;-;2;-;0
20141203;-;-;-;0;-;2
20141204;-;-;-;0;-;0
20141205;-;-;-;0;-;0
20141206;-;-;-;0;-;0
20141207;-;-;-;0;-;0
20141208;-;-;-;10;-;0
20141209;-;-;-;1;-;10
20141210;-;-;-;0;-;6
20141211;-;-;-;0;-;2
20141212;-;-;-;0;-;0
20141213;-;-;-;0;-;0
20141214;-;-;-;0;-;0
20141215;-;-;-;0;-;0
20141216;-;-;-;0;-;0
20141217;-;-;-;0;-;0
20141218;-;-;-;0;-;0
20141219;-;-;-;0;-;0
20141220;-;-;-;0;-;0
20141221;-;-;-;0;-;0
20141222;-;-;-;0;-;0
20141223;-;-;-;0;-;0
20141224;-;-;-;0;-;0
20141225;-;-;-;0;-;0
20141226;-;-;-;1;-;0
20141227;-;-;-;25;-;1
20141228;-;-;-;10;-;25
20141229;-;-;-;22;-;35
20141230;-;-;-;10;-;50
20141231;-;-;-;0;-;45
20150101;-;-;-;0;-;38
20150102;-;-;-;0;-;31
20150103;-;-;-;0;-;20
20150104;-;-;-;0;-;0
20150105;-;-;-;0;-;0
20150106;-;-;-;0;-;0
20150107;-;-;-;0;-;0
20150108;-;-;-;0;-;0
20150109;-;-;-;0;-;0
20150110;-;-;-;0;-;0
20150111;-;-;-;4;-;0
20150112;-;-;-;0;-;4
20150113;-;-;-;0;-;2
20150114;-;-;-;0;-;0
20150115;-;-;-;0;-;0
20150116;-;-;-;5;-;0
20150117;-;-;-;15;-;5
20150118;-;-;-;0;-;20
20150119;-;-;-;4;-;15
20150120;-;-;-;1;-;15
20150121;-;-;-;0;-;12
20150122;-;-;-;0;-;11
20150123;-;-;-;0;-;10
20150124;-;-;-;12;-;10
20150125;-;-;-;5;-;22
20150126;-;-;-;12;-;22
20150127;-;-;-;0;-;32
20150128;-;-;-;10;-;30
20150129;-;-;-;8;-;30
20150130;-;-;-;5;-;35
20150131;-;-;-;16;-;37
20150201;-;-;-;18;-;43
20150202;-;-;-;8;-;56
20150203;-;-;-;0;-;58
20150204;-;-;-;5;-;54
20150205;-;-;-;5;-;52
20150206;-;-;-;3;-;54
20150207;-;-;-;0;-;54
20150208;-;-;-;2;-;50
20150209;-;-;-;0;-;48
20150210;-;-;-;0;-;46
20150211;-;-;-;0;-;43
20150212;-;-;-;0;-;38
20150213;-;-;-;0;-;35
20150214;-;-;-;0;-;30
20150215;-;-;-;0;-;28
20150216;-;-;-;0;-;24
20150217;-;-;-;0;-;22
20150218;-;-;-;0;-;20
20150219;-;-;-;0;-;20
20150220;-;-;-;0;-;18
20150221;-;-;-;10;-;15
20150222;-;-;-;0;-;24
20150223;-;-;-;3;-;22
20150224;-;-;-;1;-;22
20150225;-;-;-;0;-;21
20150226;-;-;-;1;-;17
20150227;-;-;-;10;-;15
20150228;-;-;-;0;-;24
20150301;-;-;-;0;-;20
20150302;-;-;-;0;-;10
20150303;-;-;-;-;-;5
20150304;-;-;-;-;-;15
20150305;-;-;-;1;-;18
20150306;-;-;-;0;-;14
20150307;-;-;-;0;-;6
20150308;-;-;-;0;-;0
20150309;-;-;-;0;-;0
20150310;-;-;-;0;-;0
20150311;-;-;-;0;-;0
20150312;-;-;-;0;-;0
20150313;-;-;-;0;-;0
20150314;-;-;-;0;-;0
20150315;-;-;-;0;-;0
20150316;-;-;-;0;-;0
20150317;-;-;-;0;-;0
20150318;-;-;-;0;-;0
20150319;-;-;-;0;-;0
20150320;11.2;1.4;5.7;0;-;0
20150321;7.7;0.4;4.5;1;-;0
20150322;2.6;-0.8;0.6;0;-;1
20150323;10.9;-1.7;3.6;0;-;0
20150324;12;1.7;7;0;-;0
20150325;7.3;1.3;4.7;0;-;0
20150326;3.9;0.4;2.3;0;-;0
20150327;6;0.9;3.4;0;-;0
20150328;11.4;-1.9;4.4;0;-;0
20150329;9.4;4.4;7.4;0;-;0
20150330;9.3;6;7.4;0;-;0
20150331;14.1;4.4;9.3;0;-;0
20150401;4.4;0.6;2.1;0;-;0
20150402;6.7;0.3;3.5;0;-;0
20150403;7.8;-0.4;3.5;0;-;0
20150404;4.7;-0.9;2.4;5;-;0
20150405;2;-3.4;-0.8;0;-;5
20150406;4.4;-5.3;-0.2;0;-;0
20150407;6.4;-3.5;1.1;0;-;0
20150408;11.2;-2.1;4.2;0;-;0
20150409;17.8;0.7;8.8;0;-;0
20150410;16.5;4.1;10.8;0;-;0
20150411;12.4;5.2;8.3;0;-;0
20150412;15.8;3.7;9.7;0;-;0
20150413;17.2;5.6;10.9;0;-;0
20150414;16.8;3.8;10;0;-;0
20150415;20.2;4.8;12.2;0;-;0
20150416;17.5;7;11.5;0;-;0
20150417;11.9;6.6;9.4;0;-;0
20150418;6.7;-0.7;3.9;0;-;0
20150419;11.6;-2;4.6;0;-;0
20150420;13.3;1.7;7.2;0;-;0
20150421;15.6;2.3;8.7;0;-;0
20150422;18.3;5;11;0;-;0
20150423;15.9;2.3;9.5;0;-;0
20150424;18.2;4.8;11.4;0;-;0
20150425;14.4;7.9;11.2;0;-;0
20150426;15.6;6.8;10.7;0;-;0
20150427;15.4;5.4;10.3;0;-;0
20150428;8.9;0;4;0;-;0
20150429;13.4;-0.9;5.6;0;-;0
20150430;14;3.2;8.9;0;-;0
20150501;12.6;6.4;9.7;0;-;0
20150502;14.7;8.6;11.5;0;-;0
20150503;17.9;9.1;13.9;0;-;0
20150504;17.6;11.7;14.4;0;-;0
20150505;19.3;9.8;14.9;0;-;0
20150506;15.7;6.8;10.9;0;-;0
20150507;14.9;4.8;10.2;0;-;0
20150508;20;6.2;11.6;0;-;0
20150509;16.2;9.2;13;0;-;0
20150510;18;5.9;12;0;-;0
20150511;22.9;8.1;15.7;0;-;0
20150512;24.8;10.6;18.1;0;-;0
20150513;25.2;13.6;19.7;0;-;0
20150514;19.6;7.8;15.7;0;-;0
20150515;8.1;0.3;3.8;0;-;0
20150516;16.1;3.9;9.7;0;-;0
20150517;16.1;8.1;11.6;0;-;0
20150518;19.9;5.9;14.1;0;-;0
20150519;12.6;6.4;9.5;0;-;0
20150520;6.7;0.2;4.2;2;-;0
20150521;5.7;0.3;3.1;0;-;2
20150522;10.5;4.3;7;0;-;0
20150523;12.2;4.3;8;0;-;0
20150524;13.3;6.4;10.1;0;-;0
20150525;15.4;7.8;10.3;0;-;0
20150526;11.8;6;8.1;0;-;0
20150527;13;3.3;7.7;0;-;0
20150528;19.1;3.3;11.6;0;-;0
20150529;20.7;6.9;15;0;-;0
20150530;16.7;8.5;13;0;-;0
20150531;18.8;7.4;14.1;0;-;0
20150601;20.8;9.8;14.8;0;-;0
20150602;22.6;9.8;16.3;0;-;0
20150603;24.2;11.9;18.2;0;-;0
20150604;24.3;11.7;18.9;0;-;0
20150605;26.4;15.1;20.8;0;-;0
20150606;26;14.7;20.1;0;-;0
20150607;23.9;11.4;17.6;0;-;0
20150608;19.3;11.4;14.9;0;-;0
20150609;11.4;10.1;10.9;0;-;0
20150610;14.8;9.9;12.1;0;-;0
20150611;22.3;10.2;16;0;-;0
20150612;23.3;12.1;17.8;0;-;0
20150613;20.6;13.1;17.4;0;-;0
20150614;20;11.5;15;0;-;0
20150615;15.5;12.6;13.6;0;-;0
20150616;16.4;11.4;13.2;0;-;0
20150617;17.4;9.1;12.8;0;-;0
20150618;16.9;8.9;13.5;0;-;0
20150619;17.3;9.2;13.2;0;-;0
20150620;14.4;9.1;11.3;0;-;0
20150621;17.4;8.7;12.6;0;-;0
20150622;20.4;8.9;15.8;0;-;0
20150623;15.1;7.1;11.6;0;-;0
20150624;17.5;5;11.7;0;-;0
20150625;21.1;8.8;15.1;0;-;0
20150626;22.1;9.6;16.1;0;-;0
20150627;22.5;12.3;17.9;0;-;0
20150628;22.2;11.4;16.9;0;-;0
20150629;22.7;12.3;17.9;-;-;0
20150630;25.3;12.9;19.5;0;-;-
20150701;27.6;15.7;22.1;0;-;0
20150702;30.4;17.3;23.7;0;-;0
20150703;29.9;18.1;24;0;-;0
20150704;30.6;18;24.7;0;-;0
20150705;31.5;18.8;25.3;0;-;0
20150706;26;17.7;21.9;0;-;0
20150707;32.8;18;25.6;0;-;0
20150708;20.9;13.6;17.6;0;-;0
20150709;20.2;10.6;15.1;0;-;0
20150710;22.3;7.7;15.5;0;-;0
20150711;27.5;13.5;21.1;0;-;0
20150712;25.3;13.2;19.3;0;-;0
20150713;23.7;15;18.8;0;-;0
20150714;26.1;13;19.6;0;-;0
20150715;25.8;12.8;19.8;0;-;0
20150716;29.5;15.2;22.4;0;-;0
20150717;29.4;16.9;22.7;0;-;0
20150718;27;15.1;21.1;0;-;0
20150719;27.1;14.1;20.8;0;-;0
20150720;25.9;14.1;20.5;0;-;0
20150721;28.3;16;22.3;0;-;0
20150722;27.9;15.4;20.3;0;-;0
20150723;20.2;15.1;17.4;0;-;0
20150724;25.9;14;18.5;0;-;0
20150725;18.4;11.4;15.2;0;-;0
20150726;18.1;7.3;13.2;0;-;0
20150727;20.6;13;17;0;-;0
20150728;17.8;12.2;15.2;0;-;0
20150729;17.8;9.6;13.7;0;-;0
20150730;15.6;9.1;12;0;-;0
20150731;18.5;6.2;13.2;0;-;0
20150801;16.7;12.9;14.6;0;-;0
20150802;20.9;12;15.9;0;-;0
20150803;26;13;19.7;0;-;0
20150804;23.1;15.4;18.8;0;-;0
20150805;25.4;12.7;19.4;0;-;0
20150806;28.5;16.6;22.8;0;-;0
20150807;30.1;18.6;24.2;0;-;0
20150808;27.7;16;21.9;0;-;0
20150809;22.2;16.1;18.5;0;-;0
20150810;22.2;13.9;18.1;0;-;0
20150811;23.9;15.1;19.2;0;-;0
20150812;26.3;15.9;20.4;0;-;0
20150813;27;16;20.7;0;-;0
20150814;19.8;13.4;15.8;0;-;0
20150815;14.3;10.9;12.8;0;-;0
20150816;13.2;10.6;11.7;0;-;0
20150817;14.9;9.9;12.3;0;-;0
20150818;15.7;8.8;11.9;0;-;0
20150819;12.4;9.1;10.8;0;-;0
20150820;17.6;6.7;12.3;0;-;0
20150821;19.9;10;14.4;0;-;0
20150822;21.3;10.1;15.4;0;-;0
20150823;19;12;15.2;0;-;0
20150824;19.7;11;13.7;0;-;0
20150825;17.8;10.1;13.6;-;-;0
20150826;23.3;8.6;15.5;0;-;-
20150827;26.3;11.5;18.6;0;-;0
20150828;26.8;13.7;19.7;0;-;0
20150829;25.9;14.8;20.3;0;-;0
20150830;26.6;16.4;20.9;0;-;0
20150831;26.5;14.5;19.9;0;-;0
20150901;18.8;12.1;15.3;0;-;0
20150902;15;11.2;12.9;0;-;0
20150903;14.8;10.1;12.3;0;-;0
20150904;15.2;7.6;12;0;-;0
20150905;10.6;7.6;9;0;-;0
20150906;11.8;6.3;8.9;0;-;0
20150907;13.2;2.5;7.6;0;-;0
20150908;14.8;2.8;8.7;0;-;0
20150909;16.1;5.8;10.4;0;-;0
20150910;13.7;5.5;9.4;0;-;0
20150911;18.9;6.8;12.3;0;-;0
20150912;20.8;8.2;14.4;0;-;0
20150913;19.8;10.6;14.7;0;-;0
20150914;17.8;8.9;12.3;0;-;0
20150915;14.8;7.3;10.8;0;-;0
20150916;24.9;9.7;14.3;0;-;0
20150917;13.3;6.9;10.3;0;-;0
20150918;11.3;6.4;9.5;0;-;0
20150919;13.7;5.2;9;0;-;0
20150920;13.6;5.9;9.2;0;-;0
20150921;15.6;3.7;9.2;0;-;0
20150922;14;5.8;10.2;0;-;0
20150923;7.8;5.4;6.6;0;-;0
20150924;12.4;3;7.1;0;-;0
20150925;13.4;3.5;8.6;0;-;0
20150926;12.2;3.8;8.6;0;-;0
20150927;11;6.1;9;0;-;0
20150928;10.1;2.9;6.3;0;-;0
20150929;10.5;0.7;5.4;0;-;0
20150930;7;1.1;4.4;0;-;0
20151001;10;1.3;5.3;0;-;0
20151002;15.1;3.2;8.5;0;-;0
20151003;15.7;6.5;10.8;0;-;0
20151004;13.3;6.3;9.4;0;-;0
20151005;17.3;7.9;12.4;0;-;0
20151006;16.7;9.7;12.2;0;-;0
20151007;12.1;7.4;9.7;0;8.7;0
20151008;11.3;4.8;7.9;0;0;0
20151009;11.2;3.1;7.6;0;0;0
20151010;7.8;3.4;6.5;0;0;0
20151011;9.6;6.6;7.8;0;0;0
20151012;13.8;3.1;8.2;0;0;0
20151013;10.9;2.8;7.6;0;12.9;0
20151014;4.9;1.3;3.1;0;0.2;0
20151015;2.2;0.5;1.5;0;4;0
20151016;4.5;0.6;1.9;0;0;0
20151017;5.1;1.6;3.4;0;0;0
20151018;5.6;3.5;4.7;0;14.7;0
20151019;4.6;0.7;3.7;0;0;0
20151020;5.8;-0.5;1.8;0;0;0
20151021;4.2;-1.7;1.3;0;0;0
20151022;8.5;-1.2;4.5;0;0;0
20151023;9.1;1.3;5.7;0;0;0
20151024;16;1.4;8.3;0;0;0
20151025;12.4;4.7;8.4;0;0;0
20151026;14;3.3;7.2;0;0;0
20151027;11.9;3.4;7.2;0;0;0
20151028;15.4;5.9;10.3;0;5;0
20151029;8.4;4.4;6.7;0;3.8;0
20151030;12.4;2.2;6.6;0;0;0
20151031;11.8;1.5;5.6;0;0;0
20151101;13.6;4.2;7.9;0;0;0
20151102;13;1.4;6.8;0;0;0
20151103;14.8;4.2;8.9;0;0;0
20151104;14.7;5.1;8.8;0;0;0
20151105;14;4.4;8.2;0;0;0
20151106;16.7;6.9;10.5;0;0;0
20151107;16.9;6.9;11.1;0;0;0
20151108;17.4;7.3;11.5;0;0;0
20151109;18;7.7;13.3;0;0;0
20151110;16.1;5.7;9.7;0;0;0
20151111;13.2;4.1;7.7;0;0;0
20151112;11.9;3.8;7;0;0;0
20151113;14.8;4.1;8.7;0;0;0
20151114;11.8;6.5;8.9;-;0;0
20151115;16.6;7.7;11.9;-;0;-
20151116;16.6;5.1;9.8;0;0;-
20151117;15.3;4;10.4;0;0;0
20151118;14.5;4.4;10.6;0;0.7;0
20151119;14.4;4.9;11.2;0;0.4;0
20151120;13.9;3;10.7;5;64.3;0
20151121;3.3;-3.4;0;6;17.7;5
20151122;-0.4;-5.6;-1.8;2;4.1;10
20151123;-1.5;-8.5;-5.3;0;0;12
20151124;-0.3;-9.4;-4.6;4;0;8
20151125;3.4;-2;0.5;12;24.3;10
20151126;-0.2;-2.8;-0.9;10;15.2;22
20151127;-1.6;-8;-3.7;0;0;30
20151128;1.9;-8.4;-1.1;3;4.4;26
20151129;7.3;-2.1;3.1;0;3.5;22
20151130;8.3;5.6;6.7;0;0;9
20151201;7.2;-0.6;4.4;0;0;5
20151202;8.1;-1.1;3.1;0;0;2
20151203;10.1;1.6;4.3;0;0;0
20151204;11;0.3;4.7;0;2.3;0
20151205;8.6;1.8;3.9;0;0;0
20151206;9.3;0.7;3.8;0;0;0
20151207;9.8;1.4;4.2;0;0;0
20151208;10.2;1;4.4;0;0;0
20151209;5.6;-0.6;3;0;9.9;0
20151210;3.9;-3.8;0;0;0;0
20151211;7.6;-1.9;1.8;0;0;0
20151212;6.2;-1.1;1.4;0;0;0
20151213;6.6;-2;1.1;0;0;0
20151214;8.2;-1.1;2.1;0;0;0
20151215;8.5;-1.1;3.2;0;0;0
20151216;10.3;3;6.1;0;10;0
20151217;9.9;2.9;5.3;0;0;0
20151218;11.4;3.2;7.3;0;0;0
20151219;11.3;3.2;6.6;0;0;0
20151220;12.2;2.9;6.3;0;0;0
20151221;8.1;1.8;5.3;0;6.5;0
20151222;9.5;1.5;4.4;0;0;0
20151223;11.1;0.7;4.8;0;0;0
20151224;9.7;1.5;4.6;0;0;0
20151225;10.2;1.2;4.5;0;0;0
20151226;9.2;0;4;0;0;0
20151227;10.5;2.4;5.1;0;0;0
20151228;10.8;1.9;4.9;0;0;0
20151229;9.1;-0.2;4.1;0;0;0
20151230;6.1;-1.8;1.9;0;0;0
20151231;6.7;-2.1;3.6;0;2.4;0
20160101;4.3;-0.3;2.5;0;1.9;0
20160102;5.3;-0.7;2.5;0;13;0
20160103;3.8;0.2;1.6;0;1.7;0
20160104;5.4;0.6;2.6;1;9.4;0
20160105;4.7;-1.1;1.4;0;5.4;1
20160106;4.1;-2;0.7;1;2.7;0
20160107;7.6;-2.5;1.9;0;10.9;1
20160108;4.5;1.7;2.9;0;4.7;0
20160109;5.7;1;3.7;0;18.3;0
20160110;5;-0.2;2.4;0;14.1;0
20160111;7.8;1.6;4;0;6.4;0
20160112;3.6;0.5;2.4;5;6.5;0
20160113;0.7;-5.8;-0.8;1;1.7;5
20160114;2.1;-7.6;-2.6;5;5;5
20160115;0.3;-3.8;-1.7;10;2.4;10
20160116;-2.1;-4.1;-3.3;13;5.5;20
20160117;-3;-11.3;-5.1;4;2.8;30
20160118;-5.1;-14.4;-9.7;0;0;28
20160119;-0.2;-7.5;-2.5;12;2.2;23
20160120;0.2;-1.3;-0.7;2;4.5;32
20160121;-1.3;-9;-3.4;0;0;20
20160122;1.8;-10.1;-4.4;0;0;19
20160123;5.5;-1.4;1.9;0;6;17
20160124;6.2;-2.4;2.5;0;0;13
