Year;Month;Temperature;Precipitation
1955;9;13;106.5
1955;10;7.6;53.5
1955;11;2.9;10.2
1955;12;4.1;83.2
1956;1;2.6;88.2
1956;2;-8.3;15.6
1956;3;4.6;24.1
1956;4;6.8;144.3
1956;5;12.9;139.7
1956;6;13.4;99.9
1956;7;16.8;218.5
1956;8;15;233.6
1956;9;14.5;93.4
1956;10;7.3;120.7
1956;11;2.3;32.3
1956;12;0.9;21.6
1957;1;-1.5;30
1957;2;4.5;102.4
1957;3;8.4;64.5
1957;4;8.2;85.4
1957;5;9.5;114.9
1957;6;16.2;172.9
1957;7;17.4;224.3
1957;8;15.9;140.2
1957;9;12.7;121.5
1957;10;8.2;18.4
1957;11;4.1;23.9
1957;12;0.5;36
1958;1;0;66.3
1958;2;3.8;64.4
1958;3;0.9;89.8
1958;4;5.8;123.1
1958;5;14.7;68.4
1958;6;15.2;168.8
1958;7;17.7;175.4
1958;8;17.5;204.7
1958;9;15.3;105.4
1958;10;8.2;131.4
1958;11;4.2;75.6
1958;12;2.6;52.2
1959;1;0.1;81.6
1959;2;1.4;4.9
1959;3;7.1;87.1
1959;4;9.7;115.2
1959;5;13.6;56.2
1959;6;15.9;207.7
1959;7;19.4;125.2
1959;8;16.3;108
1959;9;14.4;38.9
1959;10;8.1;114.6
1959;11;2.1;48.9
1959;12;2.6;91.3
1960;1;-0.6;68.3
1960;2;2.2;77.5
1960;3;6.1;47.1
1960;4;8.3;77
1960;5;13.8;130.3
1960;6;16.4;230.7
1960;7;15.4;198.4
1960;8;16.2;221.7
1960;9;11.9;161.4
1960;10;8.2;110.6
1960;11;6.2;115.2
1960;12;0.7;49.7
1961;1;0.2;61.4
1961;2;5.2;50.1
1961;3;6.5;44.4
1961;4;11.1;113.4
1961;5;11;172.2
1961;6;16.2;119.6
1961;7;16.6;157.6
1961;8;16.5;131.6
1961;9;17.3;37.8
1961;10;9.9;38.1
1961;11;4;26.8
1961;12;1.6;77
1962;1;1.3;145.8
1962;2;0.8;42.6
1962;3;1.6;75.5
1962;4;8.9;55.8
1962;5;10.6;207.6
1962;6;14.9;81.6
1962;7;16.7;136
1962;8;18.2;155.5
1962;9;13.2;89.9
1962;10;8.9;25.3
1962;11;2.3;34.9
1962;12;-2.4;92.1
1963;1;-6;95.8
1963;2;-3.9;59.8
1963;3;2.9;116.8
1963;4;9.3;85.6
1963;5;11.5;159.2
1963;6;15.3;196
1963;7;18.2;171.6
1963;8;15.7;148.6
1963;9;13.8;81.7
1963;10;8.8;73.6
1963;11;7.1;103.1
1963;12;-2.6;5.8
1964;1;-2.4;17
1964;2;2.3;48
1964;3;2.7;153.4
1964;4;9.7;96.3
1964;5;14.2;167
1964;6;17;135.3
1964;7;19.4;58.2
1964;8;16.1;157.2
1964;9;14;73.5
1964;10;7.6;67.2
1964;11;5.6;81
1964;12;-0.5;43.5
1965;1;1;93.8
1965;2;-2.7;41
1965;3;4;77.3
1965;4;6.9;198.5
1965;5;11.6;215.3
1965;6;15.9;168.7
1965;7;15.8;228.1
1965;8;15.6;123.8
1965;9;11.7;144.8
1965;10;8;16.1
1965;11;3.7;172.8
1965;12;3;141.2
1966;1;-1.8;41.6
1966;2;5.5;116.8
1966;3;3.9;70.4
1966;4;10.1;120.4
1966;5;13.1;94.3
1966;6;16.9;122.6
1966;7;15.6;188
1966;8;15;225.8
1966;9;14.7;47.7
1966;10;11.5;59.1
1966;11;2;112
1966;12;2;88.8
1967;1;0.1;96.4
1967;2;2.8;50.7
1967;3;5.9;113.3
1967;4;7.2;47.8
1967;5;12.2;142.7
1967;6;14.5;164.9
1967;7;19.6;96.5
1967;8;17;99.4
1967;9;13;170.6
1967;10;11.4;61.5
1967;11;4.5;46.8
1967;12;-0.8;74.2
1968;1;-0.4;121.8
1968;2;2;79.3
1968;3;5.2;38.1
1968;4;9.6;105
1968;5;11.9;127.4
1968;6;15.5;106
1968;7;16.7;115.7
1968;8;15.2;236.1
1968;9;12.8;184.4
1968;10;10.6;23.4
1968;11;4.2;67.4
1968;12;-0.6;77.9
1969;1;0.2;46.5
1969;2;-0.7;61.9
1969;3;4.1;46.7
1969;4;7.9;77.3
1969;5;13.8;81.9
1969;6;13.4;218.2
1969;7;18.5;152.8
1969;8;16;230.3
1969;9;14.3;63.5
1969;10;9.2;23.9
1969;11;4.7;98.2
1969;12;-3.2;64.7
1970;1;-0.9;54.8
1970;2;1.4;168.7
1970;3;2;96.3
1970;4;6.2;147
1970;5;11.4;97.6
1970;6;16.8;227.3
1970;7;17.1;101.3
1970;8;16.8;260.4
1970;9;14.3;55.9
1970;10;7.6;56.3
1970;11;5.1;66.4
1970;12;-1.1;57.4
1971;1;-2.3;25.3
1971;2;-0.2;58.9
1971;3;0.6;67.1
1971;4;10.8;64.9
1971;5;14.1;89.5
1971;6;13.9;244.7
1971;7;18.9;78.3
1971;8;17.9;220.2
1971;9;13;98.3
1971;10;9.5;64.7
1971;11;3;105.1
1971;12;0.8;45.9
1972;1;0;14.1
1972;2;2.8;22.3
1972;3;6.6;11.8
1972;4;7.3;123
1972;5;11.6;112
1972;6;14.4;181.1
1972;7;16.7;236.8
1972;8;15.9;139.7
1972;9;10.6;48.6
1972;10;6.9;52
1972;11;4.1;299.6
1972;12;-0.8;19.3
1973;1;-0.4;39
1973;2;0.2;52.7
1973;3;3.1;28.2
1973;4;5.4;94.2
1973;5;14;94.1
1973;6;16.1;233.5
1973;7;17.2;239.4
1973;8;19;165.1
1973;9;14.6;87.9
1973;10;7.6;125.5
1973;11;3.6;56.4
1973;12;0.4;46
1974;1;2.4;57.6
1974;2;2.9;86.4
1974;3;6.6;38.7
1974;4;8.5;63.8
1974;5;11.8;139
1974;6;14.6;139.5
1974;7;17.3;157.9
1974;8;18;196.1
1974;9;13.3;89.4
1974;10;5.2;140.5
1974;11;4.1;102.3
1974;12;4;70.2
1975;1;3.1;47.1
1975;2;1.6;33.9
1975;3;3.7;85
1975;4;7.9;81.5
1975;5;12.7;120.1
1975;6;14.1;182.9
1975;7;17.7;157.4
1975;8;17.6;308.2
1975;9;15.8;108.8
1975;10;7.7;78.7
1975;11;4.6;99
1975;12;-0.5;12.1
1976;1;1.6;35.7
1976;2;0.9;24.4
1976;3;3.8;25.6
1976;4;8;96.8
1976;5;13.9;111.8
1976;6;18.5;60.5
1976;7;19.1;318
1976;8;15.8;76.8
1976;9;12.3;91.7
1976;10;10.3;65.6
1976;11;4.5;71.2
1976;12;-1.1;100.9
1977;1;0.3;69
1977;2;4.8;111.2
1977;3;7.4;87.9
1977;4;6.3;196.2
1977;5;11.9;91.2
1977;6;15.3;142.3
1977;7;17.1;207
1977;8;15.7;116.9
1977;9;12.3;41.2
1977;10;10;83.7
1977;11;5.2;85.2
1977;12;1.3;87.4
1978;1;0.3;54.2
1978;2;-0.1;116.1
1978;3;5.1;121
1978;4;7.4;67.7
1978;5;11;170.4
1978;6;14.3;186.2
1978;7;16.5;113.4
1978;8;15.8;222.5
1978;9;13.2;89.7
1978;10;8.1;85.2
1978;11;3.1;32.2
1978;12;1.7;77.6
1979;1;-2.2;88.6
1979;2;2.2;70.2
1979;3;5.2;123.2
1979;4;6.5;113.5
1979;5;12.5;66
1979;6;15.8;297.2
1979;7;17.5;89.6
1979;8;15.7;167.7
1979;9;13.7;138.8
1979;10;9.9;119.4
1979;11;3.7;139.9
1979;12;3.3;128.5
1980;1;-1;109.6
1980;2;3.8;55
1980;3;5.3;84
1980;4;6.8;114.3
1980;5;11.2;95.7
1980;6;14.4;158.8
1980;7;15.3;148.6
1980;8;18.2;78.1
1980;9;14.8;75.8
1980;10;8.4;188.3
1980;11;2.7;50.6
1980;12;-0.6;46
1981;1;-1.1;104
1981;2;-1;28.4
1981;3;7.2;116.1
1981;4;9.7;45.3
1981;5;12.3;103.9
1981;6;16;126.7
1981;7;16.4;284.1
1981;8;17.6;84.3
1981;9;14.1;230.1
1981;10;9.2;160.5
1981;11;4.1;43.2
1981;12;0.8;173.9
1982;1;0.6;116
1982;2;0.7;49.6
1982;3;3.8;73
1982;4;7.3;92.8
1982;5;13;92.5
1982;6;16.9;213.5
1982;7;19.2;193.1
1982;8;16.7;171.4
1982;9;15.8;100.2
1982;10;9.5;83.4
1982;11;5.6;45.8
1982;12;2.7;116.1
1983;1;2.5;67
1983;2;-1;55.1
1983;3;5.5;62
1983;4;9.3;87.5
1983;5;11;185.3
1983;6;17;121.8
1983;7;22.2;18.9
1983;8;18.1;145.5
1983;9;14.6;122.4
1983;10;9.8;59.4
1983;11;3.6;76.4
1983;12;0.8;46.5
1984;1;0.9;81.5
1984;2;0.3;61.1
1984;3;2.6;32
1984;4;7.4;55.8
1984;5;10.3;148.4
1984;6;15.5;91.5
1984;7;18.3;78
1984;8;17.1;163.4
1984;9;13.1;211.2
1984;10;9.9;52.9
1984;11;5.5;63.4
1984;12;1.5;74.7
1985;1;-5.1;91.2
1985;2;-0.9;74.4
1985;3;3.2;63.2
1985;4;8.6;83.3
1985;5;12.8;166.3
1985;6;14.8;193.4
1985;7;19.6;86.6
1985;8;17.2;145
1985;9;15.3;73
1985;10;9.9;8.1
1985;11;1.5;130.4
1985;12;2.4;55.9
1986;1;0.9;106.2
1986;2;-4.4;48.1
1986;3;3.3;78.8
1986;4;6.5;154.4
1986;5;14.7;221
1986;6;16.4;148.9
1986;7;18;133.7
1986;8;17.6;138.1
1986;9;14.1;39.2
1986;10;11.1;73.8
1986;11;4.8;72.6
1986;12;1.9;67.7
1987;1;-3.5;75.7
1987;2;0.8;85.2
1987;3;1.3;77.2
1987;4;9.5;113.9
1987;5;10.2;169.7
1987;6;14.5;214.2
1987;7;18.5;158
1987;8;17.6;118.2
1987;9;16.7;130
1987;10;11;34.8
1987;11;5.6;80.3
1987;12;2.5;47.7
1988;1;3.2;62.7
1988;2;2.2;77.1
1988;3;4.4;158.6
1988;4;9.7;89.8
1988;5;14.7;132.6
1988;6;16.1;174.5
1988;7;18.6;130.8
1988;8;18.2;132.1
1988;9;14.5;62.5
1988;10;11;121
1988;11;3;69.9
1988;12;3.1;101.6
1989;1;0.9;12.1
1989;2;3.1;41.6
1989;3;8.3;56.4
1989;4;8.1;143.6
1989;5;14.8;57.9
1989;6;15.7;93.3
1989;7;19;219.2
1989;8;17.8;199.4
1989;9;14.2;105.6
1989;10;9.9;91.4
1989;11;3.2;41.8
1989;12;2.2;33.9
1990;1;0.3;23.4
1990;2;6.1;84.3
1990;3;7;93.1
1990;4;7.5;76.4
1990;5;14.8;185.7
1990;6;15.5;193.3
1990;7;18.8;97
1990;8;19;77.2
1990;9;14.1;123.1
1990;10;11.4;136.8
1990;11;4.8;158.3
1990;12;0.1;45.4
1991;1;1;54.8
1991;2;-1;25.2
1991;3;7.4;64.1
1991;4;7.7;77.7
1991;5;10.1;162.2
1991;6;15.2;209.6
1991;7;20.1;147.4
1991;8;19.7;32.3
1991;9;16.6;77.7
1991;10;8.6;45.6
1991;11;3.9;114.4
1991;12;0.2;52.8
1992;1;-1.1;18.1
1992;2;1.4;68.9
1992;3;6.2;104.2
1992;4;8.5;84.2
1992;5;15.2;63.5
1992;6;16.2;164.7
1992;7;19.2;145.6
1992;8;20.4;173.9
1992;9;14.5;80.2
1992;10;8.5;165.1
1992;11;6.6;151.1
1992;12;1.4;89.5
1993;1;2.7;39.9
1993;2;0.1;12.4
1993;3;4.3;59.3
1993;4;10.5;91.1
1993;5;14.9;103.7
1993;6;17.4;187.2
1993;7;17.4;319.7
1993;8;18.2;151.3
1993;9;13.7;139.8
1993;10;8.8;102.7
1993;11;2.4;58.9
1993;12;4.1;115
1994;1;2.9;93.8
1994;2;2.6;34.9
1994;3;9.5;62
1994;4;7.7;113.7
1994;5;13.7;218.9
1994;6;17.3;155.7
1994;7;21.3;102
1994;8;19.6;174.1
1994;9;14.4;132.3
1994;10;9.3;80.8
1994;11;8.3;41.3
1994;12;3.6;114.4
1995;1;0.5;79.4
1995;2;5;119
1995;3;3.8;122.6
1995;4;9.4;105.5
1995;5;13.4;153.6
1995;6;14.9;173.9
1995;7;20.9;112.7
1995;8;18.1;180.3
1995;9;12.6;144
1995;10;13;1.6
1995;11;4.2;92.9
1995;12;0.5;206.2
1996;1;0.2;7.6
1996;2;-0.5;69.2
1996;3;3.5;76.3
1996;4;9.6;70.7
1996;5;12.7;202.3
1996;6;17.5;86.2
1996;7;17.7;147.1
1996;8;17.2;221.4
1996;9;11.4;66.3
1996;10;9.5;135.5
1996;11;4.9;130
1996;12;0.2;51.8
1997;1;-1;27.2
1997;2;3.9;74.5
1997;3;7.4;44.5
1997;4;8.2;100.7
1997;5;13.8;63.1
1997;6;16;278.8
1997;7;17.3;282.7
1997;8;19.6;116
1997;9;15.4;72.3
1997;10;9.3;60.1
1997;11;4.6;26.7
1997;12;2.7;100.2
1998;1;1.7;57.3
1998;2;3;33.9
1998;3;5.4;86.8
1998;4;9.1;67.2
1998;5;15.2;61.3
1998;6;17.7;151.4
1998;7;19.1;156.5
1998;8;18.9;77.2
1998;9;14.1;173.4
1998;10;10.4;108.5
1998;11;2.5;103.7
1998;12;0.5;29.2
1999;1;1.4;56.5
1999;2;-0.5;132.3
1999;3;6.1;43.1
1999;4;9;177.4
1999;5;15.3;287.1
1999;6;15.9;206.1
1999;7;19.3;93
1999;8;18.3;171.3
1999;9;16.8;124.2
1999;10;9.9;43
1999;11;2.4;119.1
1999;12;1.5;156.2
2000;1;0.1;22
2000;2;3.9;93.4
2000;3;6.3;83
2000;4;10.4;49.3
2000;5;15.4;101.8
2000;6;18.4;128.4
2000;7;16.5;272.6
2000;8;19.2;204.5
2000;9;15.3;129.8
2000;10;10.3;89.1
2000;11;5.5;80.2
2000;12;3.6;25.9
2001;1;1.7;97.7
2001;2;3.5;32.6
2001;3;7.5;190.5
2001;4;7.3;186.5
2001;5;15.8;102.3
2001;6;15.8;268.1
2001;7;19.2;156.3
2001;8;19.5;208.4
2001;9;12;186.3
2001;10;12.8;85.7
2001;11;3.5;83.9
2001;12;0.6;36.8
2002;1;0.6;10.1
2002;2;5.5;108.7
2002;3;7.3;53.1
2002;4;9.3;86.1
2002;5;13.3;166.2
2002;6;19.4;261.5
2002;7;18.6;210.9
2002;8;17.8;179.6
2002;9;13.1;181.4
2002;10;10.1;101.3
2002;11;6.3;194.1
2002;12;3.9;69.5
2003;1;0.6;53.5
2003;2;-1.3;34.1
2003;3;7.2;69.5
2003;4;9.6;79.9
2003;5;14.9;141.3
2003;6;22.2;163
2003;7;20.4;137.7
2003;8;22.7;67.5
2003;9;15;55.8
2003;10;7.2;146.2
2003;11;5.2;78
2003;12;1;37.1
2004;1;1.6;107
2004;2;1.8;43.7
2004;3;4.4;100.4
2004;4;9.7;115.9
2004;5;12.4;144.2
2004;6;16.7;201
2004;7;18.4;133.1
2004;8;19.1;121.4
2004;9;15.7;86.7
2004;10;11.8;87.4
2004;11;4.6;25.8
2004;12;1;38.8
2005;1;0;46.1
2005;2;-1.1;46.2
2005;3;5.6;51.9
2005;4;9.8;159.4
2005;5;14.2;122.3
2005;6;18.9;100.5
2005;7;18.9;181.5
2005;8;16.5;325
2005;9;15.9;87.8
2005;10;10.9;77.7
2005;11;4.2;36.4
2005;12;0.1;32.1
2006;1;-1.5;13.6
2006;2;0.8;41.6
2006;3;3.7;151.9
2006;4;9;209.9
2006;5;13.8;221
2006;6;18.2;84.1
2006;7;22.8;67.8
2006;8;15.4;247.9
2006;9;17.2;136
2006;10;12.8;48
2006;11;6.6;42.7
2006;12;2.2;71.7
2007;1;4;47.2
2007;2;4.3;61.9
2007;3;5.9;104
2007;4;13.7;20.1
2007;5;15.2;202.8
2007;6;17.5;209.1
2007;7;18.1;246.3
2007;8;17.5;242.2
2007;9;13.7;87.7
2007;10;9.9;45.4
2007;11;3.4;50.7
2007;12;1.4;84.4
2008;1;2.3;48.7
2008;2;2.9;52.3
2008;3;5.5;68.7
2008;4;8.5;145.1
2008;5;15.8;20.4
2008;6;17.7;140.8
2008;7;18.8;229
2008;8;18.1;205.1
2008;9;13.1;196
2008;10;10.2;112.8
2008;11;4.5;34.3
2008;12;0.9;56.9
2009;1;-1.3;34
2009;2;0.7;58.3
2009;3;4.8;76.9
2009;4;12;27.7
2009;5;16;76.7
2009;6;16.9;215.6
2009;7;19.1;193.8
2009;8;20.1;134.3
2009;9;16;42.8
2009;10;9.8;83.5
2009;11;6.9;125.4
2009;12;1.1;117.1
2010;1;-1.3;47.2
2010;2;1.1;39.7
2010;3;5;43.2
2010;4;10.4;26.3
2010;5;12.3;178.7
2010;6;17.3;148.2
2010;7;20.3;256.5
2010;8;17.6;242.8
2010;9;13.7;158.9
2010;10;9.2;69.6
2010;11;5.4;43.9
2010;12;-0.9;121.2
2011;1;1.3;62.4
2011;2;2.7;45.7
2011;3;6.5;48.1
2011;4;12.8;26
2011;5;15.5;171.7
2011;6;17.1;113
2011;7;17;169.4
2011;8;19.7;131.7
2011;9;16.7;124.7
2011;10;9.8;88.5
2011;11;5.2;0
2011;12;3.8;139.6
2012;1;2.7;75.2
2012;2;-2.9;12.4
2012;3;7.6;44.3
2012;4;9.4;101.5
2012;5;14.8;111.6
2012;6;18.2;151.6
2012;7;18.7;86.8
2012;8;19.9;251.6
2012;9;14.6;110.8
2012;10;10;134
2012;11;5.9;115.9
2012;12;1.7;110.2
2013;1;1;72.4
2013;2;-0.6;78
2013;3;3.3;70.5
2013;4;9.5;83.4
2013;5;11.7;201
2013;6;16.6;109.1
2013;7;20.9;103.8
2013;8;19;112.3
2013;9;15.2;133.7
2013;10;11.9;95.9
2013;11;4.7;120.3
2013;12;1.1;32
2014;1;3;54.5
2014;2;4.2;73.4
2014;3;7.3;37.4
2014;4;11.4;130.2
2014;5;13.2;148.8
2014;6;18.3;165.9
2014;7;18.2;276.8
2014;8;16.9;217
2014;9;15.7;66.3
2014;10;12.7;102.5
2014;11;6.9;89.4
2014;12;2.9;56
2015;1;2.1;92.5
2015;2;0.1;33.4
2015;3;6.6;71
2015;4;10.5;113.4
2015;5;14.5;218.6
2015;6;18.7;180.5
2015;7;22.6;74.7
2015;8;20.4;100.5
2015;9;13.5;54.6
2015;10;9.6;67.1
2015;11;7.2;79.6
2015;12;3.5;37.5
2016;1;3.1;91.5
2016;2;4.3;104.4
2016;3;5.2;40.6
2016;4;9.6;159.2
2016;5;13.2;270.5
2016;6;17;208.8
2016;7;20.1;176.2
2016;8;19.1;128.9
2016;9;16.8;78.3
2016;10;8.9;89.4
2016;11;5.2;74.1
2016;12;0.9;0.9
2017;1;-2.2;76
2017;2;3.8;83.9
2017;3;8.8;92.9
2017;4;9.3;140.3
2017;5;15;112.6
2017;6;20.2;102.7
2017;7;19.6;135.3
2017;8;19.6;152.2
2017;9;13.3;89.2
2017;10;11.2;54.9
2017;11;4.8;95.3
2017;12;1.6;109.6
2018;1;5.2;107
2018;2;-0.6;78.2
2018;3;4;92
2018;4;13.3;39
2018;5;15.6;134.5
2018;6;19.2;78
2018;7;21.6;61.2
2018;8;20.9;152.7
2018;9;16.6;138.3
2018;10;11.1;52.9
2018;11;6.1;15.4
2018;12;4.1;112.6
2019;1;0.7;43.1
2019;2;3.3;55.1
2019;3;7.4;43.2
2019;4;9.5;78.7
2019;5;11.4;164
2019;6;20.1;74.9
2019;7;21.3;147.1
2019;8;19.2;158.1
2019;9;15.6;78.7
2019;10;12.1;151.7
2019;11;5.8;84.5
2019;12;4.1;52.4
2020;1;2.2;37.9
2020;2;6.4;92
2020;3;6.1;66.6
2020;4;12.9;29.6
2020;5;14.4;135.5
2020;6;16.9;218
2020;7;20.1;142.8
2020;8;19.6;218.6
2020;9;16.4;43.2
2020;10;9.8;118.8
2020;11;5.9;30
2020;12;2.3;93.2
2021;1;1.2;118.9
2021;2;3.6;49.6
2021;3;5.7;69.4
2021;4;8.4;66.5
2021;5;11.3;175.2
2021;6;19.2;173.1
2021;7;18.3;319.5
2021;8;17.7;141.3
2021;9;16.4;70
2021;10;9.4;46.9
2021;11;4.4;33.9
2021;12;2.5;105.1
2022;1;1.5;39.7
2022;2;4.6;72.9
2022;3;7.1;27.2
2022;4;9.7;77.2
2022;5;16.4;84.7
2022;6;19.8;169.2
