stn;time;tre200dn
ARO;19601026;01. Sep
ARO;19601027;-1.0
ARO;19601028;0.8
ARO;19601029;0.7
ARO;19601030;-1.5
ARO;19601031;-2.2
ARO;19601101;0.0
ARO;19601102;0.0
ARO;19601103;-0.7
ARO;19601104;-0.1
ARO;19601105;-4.8
ARO;19601106;-7.8
ARO;19601107;-6.0
ARO;19601108;-5.8
ARO;19601109;-8.7
ARO;19601110;-4.9
ARO;19601111;-2.7
ARO;19601112;0.1
ARO;19601113;-2.2
ARO;19601114;-4.2
ARO;19601115;-3.4
ARO;19601116;-3.8
ARO;19601117;-5.9
ARO;19601118;-3.2
ARO;19601119;-3.8
ARO;19601120;-5.8
ARO;19601121;-4.4
ARO;19601122;0.2
ARO;19601123;-1.0
ARO;19601124;-2.7
ARO;19601125;-2.1
ARO;19601126;0.5
ARO;19601127;-1.0
ARO;19601128;-2.2
ARO;19601129;-7.0
ARO;19601130;-6.0
ARO;19601201;-1.9
ARO;19601202;-2.8
ARO;19601203;-4.0
ARO;19601204;-1.5
ARO;19601205;-0.5
ARO;19601206;-2.5
ARO;19601207;-7.4
ARO;19601208;-8.2
ARO;19601209;-6.7
ARO;19601210;-9.0
ARO;19601211;-9.9
ARO;19601212;-12.3
ARO;19601213;-12.4
ARO;19601214;-8.0
ARO;19601215;-5.2
ARO;19601216;-4.9
ARO;19601217;-0.6
ARO;19601218;-0.4
ARO;19601219;-3.4
ARO;19601220;-4.4
ARO;19601221;-9.0
ARO;19601222;-11.8
ARO;19601223;-12.0
ARO;19601224;-13.8
ARO;19601225;-11.2
ARO;19601226;-9.8
ARO;19601227;-5.9
ARO;19601228;-8.1
ARO;19601229;-10.9
ARO;19601230;-12.4
ARO;19601231;-6.7
ARO;19610101;-4.8
ARO;19610102;-10.0
ARO;19610103;-5.3
ARO;19610104;-9.4
ARO;19610105;-10.0
ARO;19610106;-11.9
ARO;19610107;-9.0
ARO;19610108;-11.2
ARO;19610109;-8.2
ARO;19610110;-9.6
ARO;19610111;-5.7
ARO;19610112;-10.4
ARO;19610113;-7.9
ARO;19610114;-7.3
ARO;19610115;-7.4
ARO;19610116;-4.2
ARO;19610117;-5.4
ARO;19610118;-7.1
ARO;19610119;-4.9
ARO;19610120;-7.1
ARO;19610121;-7.1
ARO;19610122;-7.4
ARO;19610123;-6.9
ARO;19610124;-7.0
ARO;19610125;-7.3
ARO;19610126;-6.4
ARO;19610127;-9.4
ARO;19610128;-6.3
ARO;19610129;-6.3
ARO;19610130;-3.1
ARO;19610131;-1.6
ARO;19610201;-8.6
ARO;19610202;-8.6
ARO;19610203;-7.2
ARO;19610204;-10.5
ARO;19610205;-7.5
ARO;19610206;-6.7
ARO;19610207;-7.1
ARO;19610208;-7.3
ARO;19610209;-6.2
ARO;19610210;-6.8
ARO;19610211;-5.7
ARO;19610212;-4.0
ARO;19610213;-3.9
ARO;19610214;-2.1
ARO;19610215;-0.4
ARO;19610216;0.1
ARO;19610217;-1.1
ARO;19610218;-0.9
ARO;19610219;-3.2
ARO;19610220;-4.6
ARO;19610221;-5.2
ARO;19610222;-5.4
ARO;19610223;-4.5
ARO;19610224;-4.4
ARO;19610225;-2.3
ARO;19610226;-1.5
ARO;19610227;0.2
ARO;19610228;-4.7
ARO;19610301;-6.4
ARO;19610302;-9.2
ARO;19610303;-7.6
ARO;19610304;-8.9
ARO;19610305;-5.8
ARO;19610306;-1.4
ARO;19610307;-1.4
ARO;19610308;-2.4
ARO;19610309;-0.7
ARO;19610310;-1.5
ARO;19610311;-1.1
ARO;19610312;-2.0
ARO;19610313;0.0
ARO;19610314;0.2
ARO;19610315;-2.7
ARO;19610316;-1.0
ARO;19610317;0.3
ARO;19610318;0.0
ARO;19610319;-6.8
ARO;19610320;-10.4
ARO;19610321;-9.1
ARO;19610322;-12.5
ARO;19610323;-13.0
ARO;19610324;-6.1
ARO;19610325;-4.3
ARO;19610326;-3.5
ARO;19610327;-2.7
ARO;19610328;-7.1
ARO;19610329;-8.0
ARO;19610330;-2.1
ARO;19610331;-0.3
ARO;19610401;-1.9
ARO;19610402;0.3
ARO;19610403;-0.2
ARO;19610404;-1.2
ARO;19610405;0.6
ARO;19610406;02. Mrz
ARO;19610407;04. Apr
ARO;19610408;03. Mrz
ARO;19610409;2.0
ARO;19610410;02. Jul
ARO;19610411;01. Jul
ARO;19610412;01. Jun
ARO;19610413;02. Jan
ARO;19610414;02. Jun
ARO;19610415;-0.5
ARO;19610416;-1.2
ARO;19610417;0.2
ARO;19610418;0.3
ARO;19610419;-0.9
ARO;19610420;0.3
ARO;19610421;01. Sep
ARO;19610422;01. Sep
ARO;19610423;0.7
ARO;19610424;-1.0
ARO;19610425;-2.0
ARO;19610426;0.1
ARO;19610427;0.0
ARO;19610428;-1.1
ARO;19610429;0.2
ARO;19610430;-0.9
ARO;19610501;-1.7
ARO;19610502;-2.4
ARO;19610503;01. Jun
ARO;19610504;01. Mai
ARO;19610505;04. Jun
ARO;19610506;03. Feb
ARO;19610507;01. Jun
ARO;19610508;01. Jun
ARO;19610509;-0.6
ARO;19610510;-2.6
ARO;19610511;-3.8
ARO;19610512;-4.5
ARO;19610513;-2.0
ARO;19610514;0.2
ARO;19610515;01. Sep
ARO;19610516;0.9
ARO;19610517;-0.7
ARO;19610518;0.2
ARO;19610519;0.2
ARO;19610520;-1.6
ARO;19610521;-2.0
ARO;19610522;-2.9
ARO;19610523;-0.8
ARO;19610524;0.1
ARO;19610525;02. Jul
ARO;19610526;04. Mai
ARO;19610527;3.0
ARO;19610528;-0.5
ARO;19610529;-3.2
ARO;19610530;-6.1
ARO;19610531;-0.5
ARO;19610601;03. Jun
ARO;19610602;01. Sep
ARO;19610603;02. Jun
ARO;19610604;02. Jul
ARO;19610605;01. Jan
ARO;19610606;04. Jan
ARO;19610607;05. Feb
ARO;19610608;05. Feb
ARO;19610609;02. Sep
ARO;19610610;0.0
ARO;19610611;0.5
ARO;19610612;03. Mrz
ARO;19610613;4.0
ARO;19610614;02. Mai
ARO;19610615;3.0
ARO;19610616;04. Apr
ARO;19610617;5.0
ARO;19610618;06. Mai
ARO;19610619;9.0
ARO;19610620;10. Jan
ARO;19610621;11. Mrz
ARO;19610622;8.0
ARO;19610623;07. Jun
ARO;19610624;09. Jan
ARO;19610625;09. Mrz
ARO;19610626;09. Apr
ARO;19610627;7.0
ARO;19610628;06. Feb
ARO;19610629;6.0
ARO;19610630;09. Apr
ARO;19610701;10.0
ARO;19610702;11.0
ARO;19610703;10. Jul
ARO;19610704;07. Jun
ARO;19610705;03. Mai
ARO;19610706;2.0
ARO;19610707;02. Jun
ARO;19610708;04. Aug
ARO;19610709;05. Feb
ARO;19610710;04. Jun
ARO;19610711;06. Sep
ARO;19610712;07. Mai
ARO;19610713;0.5
ARO;19610714;0.7
ARO;19610715;05. Jul
ARO;19610716;04. Feb
ARO;19610717;04. Apr
ARO;19610718;3.0
ARO;19610719;02. Sep
ARO;19610720;04. Mai
ARO;19610721;4.0
ARO;19610722;05. Jan
ARO;19610723;05. Aug
ARO;19610724;4.0
ARO;19610725;04. Sep
ARO;19610726;06. Jul
ARO;19610727;09. Jan
ARO;19610728;09. Apr
ARO;19610729;03. Jun
ARO;19610730;02. Jan
ARO;19610731;02. Mai
ARO;19610801;06. Jul
ARO;19610802;07. Sep
ARO;19610803;05. Mrz
ARO;19610804;03. Aug
ARO;19610805;08. Apr
ARO;19610806;08. Mrz
ARO;19610807;10. Jan
ARO;19610808;10. Aug
ARO;19610809;10. Sep
ARO;19610810;10. Apr
ARO;19610811;09. Apr
ARO;19610812;02. Apr
ARO;19610813;1.0
ARO;19610814;04. Apr
ARO;19610815;5.0
ARO;19610816;01. Mai
ARO;19610817;0.1
ARO;19610818;0.1
ARO;19610819;04. Mrz
ARO;19610820;02. Apr
ARO;19610821;02. Jun
ARO;19610822;07. Jan
ARO;19610823;03. Jul
ARO;19610824;04. Apr
ARO;19610825;05. Jul
ARO;19610826;06. Jul
ARO;19610827;09. Jul
ARO;19610828;10. Jan
ARO;19610829;10. Apr
ARO;19610830;10. Feb
ARO;19610831;09. Sep
ARO;19610901;11. Mrz
ARO;19610902;9.0
ARO;19610903;08. Sep
ARO;19610904;9.0
ARO;19610905;09. Mrz
ARO;19610906;07. Jul
ARO;19610907;06. Jun
ARO;19610908;4.0
ARO;19610909;0.7
ARO;19610910;01. Mai
ARO;19610911;05. Jun
ARO;19610912;06. Mai
ARO;19610913;05. Jul
ARO;19610914;8.0
ARO;19610915;09. Apr
ARO;19610916;11. Jan
ARO;19610917;11.0
ARO;19610918;11. Jan
ARO;19610919;10. Jan
ARO;19610920;10.0
ARO;19610921;08. Jun
ARO;19610922;09. Jan
ARO;19610923;09. Jun
ARO;19610924;08. Mrz
ARO;19610925;07. Jun
ARO;19610926;07. Jun
ARO;19610927;7.0
ARO;19610928;10.0
ARO;19610929;9.0
ARO;19610930;10.0
ARO;19611001;6.0
ARO;19611002;06. Jun
ARO;19611003;06. Feb
ARO;19611004;06. Mai
ARO;19611005;07. Mrz
ARO;19611006;07. Mai
ARO;19611007;2.0
ARO;19611008;-0.6
ARO;19611009;0.7
ARO;19611010;5.0
ARO;19611011;06. Jul
ARO;19611012;5.0
ARO;19611013;03. Apr
ARO;19611014;01. Sep
ARO;19611015;04. Jun
ARO;19611016;04. Aug
ARO;19611017;02. Jul
ARO;19611018;-5.3
ARO;19611019;-8.0
ARO;19611020;-5.4
ARO;19611021;-4.3
ARO;19611022;-3.2
ARO;19611023;-1.5
ARO;19611024;01. Apr
ARO;19611025;02. Apr
ARO;19611026;04. Feb
ARO;19611027;06. Mrz
ARO;19611028;0.2
ARO;19611029;-1.5
ARO;19611030;-0.7
ARO;19611031;-2.3
ARO;19611101;-0.3
ARO;19611102;1.0
ARO;19611103;-0.8
ARO;19611104;-9.4
ARO;19611105;-9.4
ARO;19611106;-8.6
ARO;19611107;-10.7
ARO;19611108;-5.1
ARO;19611109;-2.2
ARO;19611110;-5.4
ARO;19611111;-5.3
ARO;19611112;-3.3
ARO;19611113;-1.6
ARO;19611114;-1.4
ARO;19611115;-2.6
ARO;19611116;-2.0
ARO;19611117;-2.2
ARO;19611118;-2.9
ARO;19611119;-2.6
ARO;19611120;-1.7
ARO;19611121;-1.8
ARO;19611122;-0.8
ARO;19611123;0.7
ARO;19611124;0.5
ARO;19611125;-0.7
ARO;19611126;-0.7
ARO;19611127;0.6
ARO;19611128;-2.3
ARO;19611129;-4.1
ARO;19611130;-3.8
ARO;19611201;-2.3
ARO;19611202;-1.1
ARO;19611203;-1.4
ARO;19611204;0.8
ARO;19611205;02. Jun
ARO;19611206;-9.7
ARO;19611207;-14.6
ARO;19611208;-15.9
ARO;19611209;-5.8
ARO;19611210;-3.2
ARO;19611211;0.3
ARO;19611212;0.7
ARO;19611213;-0.4
ARO;19611214;-3.9
ARO;19611215;-9.5
ARO;19611216;-12.4
ARO;19611217;-17.4
ARO;19611218;-13.8
ARO;19611219;-11.1
ARO;19611220;-8.3
ARO;19611221;-5.7
ARO;19611222;-5.4
ARO;19611223;-8.9
ARO;19611224;-8.5
ARO;19611225;-7.0
ARO;19611226;-6.1
ARO;19611227;-3.8
ARO;19611228;-5.0
ARO;19611229;-5.0
ARO;19611230;-3.4
ARO;19611231;0.5
ARO;19620101;-2.3
ARO;19620102;-7.4
ARO;19620103;-8.1
ARO;19620104;-0.2
ARO;19620105;-1.9
ARO;19620106;-4.7
ARO;19620107;-7.0
ARO;19620108;-7.9
ARO;19620109;-3.3
ARO;19620110;-3.8
ARO;19620111;-4.4
ARO;19620112;-5.6
ARO;19620113;-5.5
ARO;19620114;-10.5
ARO;19620115;-12.1
ARO;19620116;-11.4
ARO;19620117;-4.6
ARO;19620118;-6.0
ARO;19620119;-4.3
ARO;19620120;-3.2
ARO;19620121;-3.9
ARO;19620122;-6.2
ARO;19620123;-9.7
ARO;19620124;-10.1
ARO;19620125;-4.0
ARO;19620126;-3.3
ARO;19620127;-2.9
ARO;19620128;-9.0
ARO;19620129;-19.5
ARO;19620130;-22.0
ARO;19620131;-21.8
ARO;19620201;-17.2
ARO;19620202;-15.7
ARO;19620203;-13.9
ARO;19620204;-13.8
ARO;19620205;-3.3
ARO;19620206;-5.4
ARO;19620207;-5.9
ARO;19620208;-3.9
ARO;19620209;-4.4
ARO;19620210;-7.4
ARO;19620211;-6.7
ARO;19620212;-6.9
ARO;19620213;-9.8
ARO;19620214;-12.4
ARO;19620215;-14.2
ARO;19620216;-14.7
ARO;19620217;-8.8
ARO;19620218;-10.0
ARO;19620219;-7.7
ARO;19620220;-6.8
ARO;19620221;-7.1
ARO;19620222;-13.2
ARO;19620223;-13.9
ARO;19620224;-16.5
ARO;19620225;-13.4
ARO;19620226;-12.1
ARO;19620227;-7.8
ARO;19620228;-5.5
ARO;19620301;-7.3
ARO;19620302;-9.3
ARO;19620303;-9.0
ARO;19620304;-4.6
ARO;19620305;-3.8
ARO;19620306;-11.8
ARO;19620307;-14.0
ARO;19620308;-13.8
ARO;19620309;-8.0
ARO;19620310;-2.0
ARO;19620311;-4.1
ARO;19620312;-4.8
ARO;19620313;-14.2
ARO;19620314;-16.6
ARO;19620315;-16.8
ARO;19620316;-15.3
ARO;19620317;-17.4
ARO;19620318;-16.7
ARO;19620319;-13.3
ARO;19620320;-11.0
ARO;19620321;-8.7
ARO;19620322;-10.1
ARO;19620323;-9.6
ARO;19620324;-12.6
ARO;19620325;-10.6
ARO;19620326;-10.5
ARO;19620327;-7.8
ARO;19620328;-8.1
ARO;19620329;-8.1
ARO;19620330;-2.8
ARO;19620331;-1.0
ARO;19620401;-5.9
ARO;19620402;-6.0
ARO;19620403;-5.9
ARO;19620404;-5.1
ARO;19620405;-5.9
ARO;19620406;-6.7
ARO;19620407;-7.6
ARO;19620408;-5.8
ARO;19620409;-6.3
ARO;19620410;-9.2
ARO;19620411;-11.0
ARO;19620412;-8.6
ARO;19620413;-6.1
ARO;19620414;-9.4
ARO;19620415;-8.2
ARO;19620416;-10.0
ARO;19620417;-3.5
ARO;19620418;01. Apr
ARO;19620419;1.0
ARO;19620420;01. Mai
ARO;19620421;01. Jul
ARO;19620422;03. Mrz
ARO;19620423;02. Mrz
ARO;19620424;2.0
ARO;19620425;02. Aug
ARO;19620426;03. Feb
ARO;19620427;1.0
ARO;19620428;0.7
ARO;19620429;-3.7
ARO;19620430;-7.4
ARO;19620501;-11.0
ARO;19620502;-7.4
ARO;19620503;-1.2
ARO;19620504;-0.9
ARO;19620505;-1.1
ARO;19620506;1.0
ARO;19620507;03. Jun
ARO;19620508;05. Jul
ARO;19620509;0.6
ARO;19620510;0.5
ARO;19620511;-2.1
ARO;19620512;-1.4
ARO;19620513;-1.0
ARO;19620514;-2.0
ARO;19620515;-3.9
ARO;19620516;-2.9
ARO;19620517;-0.1
ARO;19620518;02. Jan
ARO;19620519;0.7
ARO;19620520;-2.8
ARO;19620521;-6.0
ARO;19620522;0.6
ARO;19620523;0.9
ARO;19620524;0.9
ARO;19620525;-2.0
ARO;19620526;-2.9
ARO;19620527;-1.4
ARO;19620528;0.7
ARO;19620529;0.0
ARO;19620530;-1.2
ARO;19620531;02. Mrz
ARO;19620601;-3.0
ARO;19620602;-4.4
ARO;19620603;-3.4
ARO;19620604;-4.4
ARO;19620605;-2.4
ARO;19620606;-1.5
ARO;19620607;-2.6
ARO;19620608;-1.9
ARO;19620609;0.1
ARO;19620610;02. Jun
ARO;19620611;0.8
ARO;19620612;0.0
ARO;19620613;03. Jan
ARO;19620614;06. Mai
ARO;19620615;07. Feb
ARO;19620616;07. Jun
ARO;19620617;06. Mrz
ARO;19620618;08. Jan
ARO;19620619;06. Sep
ARO;19620620;06. Mrz
ARO;19620621;04. Jul
ARO;19620622;08. Jan
ARO;19620623;09. Jul
ARO;19620624;10. Sep
ARO;19620625;08. Jul
ARO;19620626;05. Jul
ARO;19620627;02. Jan
ARO;19620628;-0.9
ARO;19620629;01. Aug
ARO;19620630;01. Mai
ARO;19620701;0.8
ARO;19620702;02. Apr
ARO;19620703;05. Feb
ARO;19620704;0.8
ARO;19620705;-0.4
ARO;19620706;-0.4
ARO;19620707;-0.4
ARO;19620708;04. Apr
ARO;19620709;08. Mrz
ARO;19620710;08. Aug
ARO;19620711;08. Sep
ARO;19620712;08. Feb
ARO;19620713;05. Feb
ARO;19620714;04. Mai
ARO;19620715;06. Feb
ARO;19620716;05. Aug
ARO;19620717;4.0
ARO;19620718;03. Aug
ARO;19620719;03. Apr
ARO;19620720;7.0
ARO;19620721;10. Jan
ARO;19620722;08. Mrz
ARO;19620723;07. Mrz
ARO;19620724;06. Aug
ARO;19620725;11. Feb
ARO;19620726;11. Jun
ARO;19620727;11. Aug
ARO;19620728;07. Feb
ARO;19620729;07. Jan
ARO;19620730;06. Aug
ARO;19620731;05. Jun
ARO;19620801;07. Mrz
ARO;19620802;12.0
ARO;19620803;10.0
ARO;19620804;9.0
ARO;19620805;07. Aug
ARO;19620806;08. Jan
ARO;19620807;03. Jun
ARO;19620808;01. Aug
ARO;19620809;05. Apr
ARO;19620810;05. Aug
ARO;19620811;06. Jul
ARO;19620812;10. Jun
ARO;19620813;12. Jan
ARO;19620814;11. Jul
ARO;19620815;09. Jan
ARO;19620816;05. Jul
ARO;19620817;08. Apr
ARO;19620818;06. Apr
ARO;19620819;04. Feb
ARO;19620820;08. Feb
ARO;19620821;07. Jun
ARO;19620822;05. Jun
ARO;19620823;05. Mai
ARO;19620824;8.0
ARO;19620825;09. Aug
ARO;19620826;09. Mrz
ARO;19620827;10. Apr
ARO;19620828;07. Apr
ARO;19620829;08. Jun
ARO;19620830;07. Jul
ARO;19620831;08. Jun
ARO;19620901;07. Jun
ARO;19620902;09. Jun
ARO;19620903;10. Jun
ARO;19620904;07. Jul
ARO;19620905;07. Mai
ARO;19620906;07. Mrz
ARO;19620907;06. Jun
ARO;19620908;5.0
ARO;19620909;01. Aug
ARO;19620910;06. Mrz
ARO;19620911;10. Apr
ARO;19620912;11.0
ARO;19620913;5.0
ARO;19620914;01. Aug
ARO;19620915;07. Sep
ARO;19620916;07. Jul
ARO;19620917;-0.5
ARO;19620918;-2.8
ARO;19620919;-5.7
ARO;19620920;-1.8
ARO;19620921;-0.8
ARO;19620922;-2.3
ARO;19620923;-1.8
ARO;19620924;0.2
ARO;19620925;0.3
ARO;19620926;0.2
ARO;19620927;01. Mai
ARO;19620928;03. Mrz
ARO;19620929;04. Jan
ARO;19620930;02. Jul
ARO;19621001;03. Aug
ARO;19621002;07. Feb
ARO;19621003;09. Apr
ARO;19621004;06. Apr
ARO;19621005;6.0
ARO;19621006;03. Mrz
ARO;19621007;02. Mrz
ARO;19621008;2.0
ARO;19621009;03. Mrz
ARO;19621010;02. Sep
ARO;19621011;03. Mrz
ARO;19621012;02. Mrz
ARO;19621013;04. Feb
ARO;19621014;04. Aug
ARO;19621015;01. Mai
ARO;19621016;0.2
ARO;19621017;-0.5
ARO;19621018;02. Jan
ARO;19621019;0.3
ARO;19621020;-0.5
ARO;19621021;-1.3
ARO;19621022;2.0
ARO;19621023;01. Feb
ARO;19621024;-0.1
ARO;19621025;-1.2
ARO;19621026;-1.2
ARO;19621027;03. Aug
ARO;19621028;-1.1
ARO;19621029;-5.5
ARO;19621030;-8.1
ARO;19621031;-3.3
ARO;19621101;-5.7
ARO;19621102;-6.9
ARO;19621103;-2.2
ARO;19621104;0.8
ARO;19621105;01. Apr
ARO;19621106;01. Feb
ARO;19621107;0.0
ARO;19621108;02. Mai
ARO;19621109;0.8
ARO;19621110;-0.5
ARO;19621111;-1.2
ARO;19621112;-3.7
ARO;19621113;-2.2
ARO;19621114;-4.9
ARO;19621115;-5.6
ARO;19621116;-12.0
ARO;19621117;-11.5
ARO;19621118;-7.0
ARO;19621119;-9.4
ARO;19621120;-11.1
ARO;19621121;-12.7
ARO;19621122;-13.8
ARO;19621123;-14.9
ARO;19621124;-13.9
ARO;19621125;-9.2
ARO;19621126;-4.7
ARO;19621127;-5.2
ARO;19621128;-9.8
ARO;19621129;-10.2
ARO;19621130;-5.7
ARO;19621201;-9.5
ARO;19621202;-9.5
ARO;19621203;-5.9
ARO;19621204;-5.0
ARO;19621205;-3.1
ARO;19621206;-2.3
ARO;19621207;-1.6
ARO;19621208;-1.6
ARO;19621209;-1.8
ARO;19621210;-6.4
ARO;19621211;-9.2
ARO;19621212;-5.0
ARO;19621213;-7.0
ARO;19621214;-13.0
ARO;19621215;-13.0
ARO;19621216;-5.9
ARO;19621217;-10.0
ARO;19621218;-11.5
ARO;19621219;-10.0
ARO;19621220;-12.0
ARO;19621221;-12.0
ARO;19621222;-13.2
ARO;19621223;-23.1
ARO;19621224;-21.2
ARO;19621225;-14.5
ARO;19621226;-14.2
ARO;19621227;-15.1
ARO;19621228;-13.2
ARO;19621229;-10.5
ARO;19621230;-4.2
ARO;19621231;-5.8
ARO;19630101;-6.0
ARO;19630102;-6.4
ARO;19630103;-2.2
ARO;19630104;-8.2
ARO;19630105;-8.5
ARO;19630106;-3.9
ARO;19630107;-1.9
ARO;19630108;-4.5
ARO;19630109;-6.5
ARO;19630110;-5.4
ARO;19630111;-7.3
ARO;19630112;-17.8
ARO;19630113;-23.6
ARO;19630114;-23.6
ARO;19630115;-15.3
ARO;19630116;-18.0
ARO;19630117;-16.0
ARO;19630118;-14.9
ARO;19630119;-12.3
ARO;19630120;-6.3
ARO;19630121;-19.1
ARO;19630122;-22.8
ARO;19630123;-20.0
ARO;19630124;-15.1
ARO;19630125;-11.7
ARO;19630126;-11.9
ARO;19630127;-17.1
ARO;19630128;-17.5
ARO;19630129;-18.4
ARO;19630130;-19.5
ARO;19630131;-20.9
ARO;19630201;-19.0
ARO;19630202;-17.0
ARO;19630203;-19.4
ARO;19630204;-19.3
ARO;19630205;-14.6
ARO;19630206;-12.9
ARO;19630207;-9.0
ARO;19630208;-3.8
ARO;19630209;-5.1
ARO;19630210;-5.1
ARO;19630211;-5.9
ARO;19630212;-7.3
ARO;19630213;-10.3
ARO;19630214;-12.8
ARO;19630215;-11.1
ARO;19630216;-9.8
ARO;19630217;-7.3
ARO;19630218;-8.8
ARO;19630219;-6.5
ARO;19630220;-7.3
ARO;19630221;-12.3
ARO;19630222;-15.5
ARO;19630223;-17.2
ARO;19630224;-16.0
ARO;19630225;-14.3
ARO;19630226;-12.0
ARO;19630227;-9.3
ARO;19630228;-9.8
ARO;19630301;-11.7
ARO;19630302;-10.5
ARO;19630303;-9.3
ARO;19630304;-6.7
ARO;19630305;-6.8
ARO;19630306;-3.4
ARO;19630307;0.4
ARO;19630308;-0.7
ARO;19630309;-2.0
ARO;19630310;-3.2
ARO;19630311;-5.1
ARO;19630312;-6.0
ARO;19630313;-7.7
ARO;19630314;-7.7
ARO;19630315;-2.2
ARO;19630316;-4.2
ARO;19630317;-2.5
ARO;19630318;-2.9
ARO;19630319;-3.9
ARO;19630320;-4.1
ARO;19630321;-4.4
ARO;19630322;-7.3
ARO;19630323;-9.4
ARO;19630324;-13.7
ARO;19630325;-10.0
ARO;19630326;-5.3
ARO;19630327;-2.4
ARO;19630328;-5.0
ARO;19630329;-7.0
ARO;19630330;-5.1
ARO;19630331;-6.0
ARO;19630401;-6.1
ARO;19630402;-6.0
ARO;19630403;-8.4
ARO;19630404;-6.1
ARO;19630405;-3.1
ARO;19630406;-3.8
ARO;19630407;-2.2
ARO;19630408;-2.1
ARO;19630409;-2.9
ARO;19630410;0.5
ARO;19630411;-0.3
ARO;19630412;-1.3
ARO;19630413;-3.0
ARO;19630414;-2.6
ARO;19630415;-4.1
ARO;19630416;2.0
ARO;19630417;0.5
ARO;19630418;0.2
ARO;19630419;0.2
ARO;19630420;0.0
ARO;19630421;01. Apr
ARO;19630422;01. Mai
ARO;19630423;01. Apr
ARO;19630424;0.7
ARO;19630425;0.7
ARO;19630426;0.8
ARO;19630427;1.0
ARO;19630428;-0.8
ARO;19630429;01. Feb
ARO;19630430;02. Apr
ARO;19630501;0.1
ARO;19630502;02. Jun
ARO;19630503;-2.8
ARO;19630504;-3.8
ARO;19630505;-3.0
ARO;19630506;-2.0
ARO;19630507;0.3
ARO;19630508;01. Sep
ARO;19630509;02. Mrz
ARO;19630510;0.4
ARO;19630511;0.0
ARO;19630512;-0.9
ARO;19630513;-1.2
ARO;19630514;-0.8
ARO;19630515;-1.6
ARO;19630516;-1.2
ARO;19630517;0.0
ARO;19630518;0.8
ARO;19630519;-0.3
ARO;19630520;-2.0
ARO;19630521;-2.2
ARO;19630522;03. Jun
ARO;19630523;4.0
ARO;19630524;02. Mai
ARO;19630525;02. Jun
ARO;19630526;03. Apr
ARO;19630527;05. Apr
ARO;19630528;5.0
ARO;19630529;05. Jan
ARO;19630530;03. Jul
ARO;19630531;3.0
ARO;19630601;04. Feb
ARO;19630602;03. Feb
ARO;19630603;04. Mai
ARO;19630604;03. Sep
ARO;19630605;03. Jul
ARO;19630606;03. Mrz
ARO;19630607;02. Aug
ARO;19630608;03. Apr
ARO;19630609;04. Jul
ARO;19630610;4.0
ARO;19630611;05. Feb
ARO;19630612;05. Apr
ARO;19630613;5.0
ARO;19630614;01. Feb
ARO;19630615;1.0
ARO;19630616;01. Mai
ARO;19630617;03. Feb
ARO;19630618;05. Jun
ARO;19630619;05. Feb
ARO;19630620;04. Mrz
ARO;19630621;07. Apr
ARO;19630622;11. Jan
ARO;19630623;07. Apr
ARO;19630624;07. Mai
ARO;19630625;06. Mrz
ARO;19630626;04. Feb
ARO;19630627;09. Mai
ARO;19630628;07. Mrz
ARO;19630629;05. Mai
ARO;19630630;7.0
ARO;19630701;08. Mrz
ARO;19630702;07. Sep
ARO;19630703;06. Apr
ARO;19630704;8.0
ARO;19630705;06. Jun
ARO;19630706;04. Mai
ARO;19630707;08. Sep
ARO;19630708;07. Feb
ARO;19630709;04. Feb
ARO;19630710;06. Jul
ARO;19630711;07. Mai
ARO;19630712;06. Feb
ARO;19630713;05. Mai
ARO;19630714;05. Apr
ARO;19630715;04. Sep
ARO;19630716;09. Sep
ARO;19630717;09. Aug
ARO;19630718;08. Aug
ARO;19630719;10.0
ARO;19630720;10. Mrz
ARO;19630721;10.0
ARO;19630722;11.0
ARO;19630723;10. Apr
ARO;19630724;08. Jun
ARO;19630725;10. Aug
ARO;19630726;07. Jun
ARO;19630727;7.0
ARO;19630728;07. Aug
ARO;19630729;07. Jan
ARO;19630730;07. Jun
ARO;19630731;9.0
ARO;19630801;09. Jun
ARO;19630802;09. Jun
ARO;19630803;12. Mai
ARO;19630804;10. Feb
ARO;19630805;09. Apr
ARO;19630806;10. Mrz
ARO;19630807;07. Mrz
ARO;19630808;07. Jun
ARO;19630809;04. Feb
ARO;19630810;01. Mai
ARO;19630811;06. Jun
ARO;19630812;08. Jan
ARO;19630813;06. Mai
ARO;19630814;06. Jul
ARO;19630815;06. Sep
ARO;19630816;04. Aug
ARO;19630817;03. Aug
ARO;19630818;0.5
ARO;19630819;01. Apr
ARO;19630820;04. Jul
ARO;19630821;1.0
ARO;19630822;0.6
ARO;19630823;05. Jun
ARO;19630824;07. Mrz
ARO;19630825;09. Mai
ARO;19630826;09. Jul
ARO;19630827;04. Aug
ARO;19630828;0.8
ARO;19630829;0.4
ARO;19630830;02. Jul
ARO;19630831;0.5
ARO;19630901;06. Jan
ARO;19630902;06. Feb
ARO;19630903;06. Mai
ARO;19630904;04. Mai
ARO;19630905;05. Mai
ARO;19630906;01. Feb
ARO;19630907;0.0
ARO;19630908;02. Mrz
ARO;19630909;04. Mrz
ARO;19630910;03. Apr
ARO;19630911;05. Jul
ARO;19630912;05. Jun
ARO;19630913;6.0
ARO;19630914;8.0
ARO;19630915;9.0
ARO;19630916;09. Mrz
ARO;19630917;9.0
