stn;time;tre200dn
ARO;20151003;07. Mai
ARO;20151004;0.5
ARO;20151005;02. Feb
ARO;20151006;07. Apr
ARO;20151007;05. Apr
ARO;20151008;3.0
ARO;20151009;02. Jan
ARO;20151010;01. Mrz
ARO;20151011;02. Mai
ARO;20151012;02. Jun
ARO;20151013;04. Jan
ARO;20151014;-2.5
ARO;20151015;-2.5
ARO;20151016;-3.0
ARO;20151017;-4.1
ARO;20151018;-1.0
ARO;20151019;-2.7
ARO;20151020;-4.4
ARO;20151021;-4.4
ARO;20151022;-2.7
ARO;20151023;1.0
ARO;20151024;05. Mai
ARO;20151025;05. Jan
ARO;20151026;05. Mai
ARO;20151027;04. Mai
ARO;20151028;05. Apr
ARO;20151029;0.6
ARO;20151030;01. Jan
ARO;20151031;06. Feb
ARO;20151101;06. Apr
ARO;20151102;05. Jun
ARO;20151103;06. Feb
ARO;20151104;05. Mrz
ARO;20151105;3.0
ARO;20151106;5.0
ARO;20151107;06. Sep
ARO;20151108;07. Aug
ARO;20151109;07. Mai
ARO;20151110;6.0
ARO;20151111;06. Mai
ARO;20151112;6.0
ARO;20151113;05. Jun
ARO;20151114;1.0
ARO;20151115;2.0
ARO;20151116;04. Apr
ARO;20151117;04. Mrz
ARO;20151118;04. Mrz
ARO;20151119;01. Mai
ARO;20151120;03. Feb
ARO;20151121;-6.4
ARO;20151122;-8.5
ARO;20151123;-11.0
ARO;20151124;-10.5
ARO;20151125;-7.3
ARO;20151126;-6.7
ARO;20151127;-10.4
ARO;20151128;-9.0
ARO;20151129;-8.0
ARO;20151130;-2.3
ARO;20151201;-2.6
ARO;20151202;1.0
ARO;20151203;04. Mrz
ARO;20151204;2.0
ARO;20151205;-0.6
ARO;20151206;01. Sep
ARO;20151207;-0.1
ARO;20151208;0.7
ARO;20151209;-2.0
ARO;20151210;-6.5
ARO;20151211;0.0
ARO;20151212;-4.1
ARO;20151213;0.9
ARO;20151214;-0.7
ARO;20151215;-1.6
ARO;20151216;-1.8
ARO;20151217;0.9
ARO;20151218;02. Aug
ARO;20151219;3.0
ARO;20151220;03. Sep
ARO;20151221;-0.1
ARO;20151222;0.4
ARO;20151223;0.3
ARO;20151224;-0.7
ARO;20151225;0.2
ARO;20151226;02. Apr
ARO;20151227;02. Jun
ARO;20151228;02. Jul
ARO;20151229;-1.6
ARO;20151230;-3.5
ARO;20151231;-2.3
ARO;20160101;-2.5
ARO;20160102;-3.7
ARO;20160103;-4.9
ARO;20160104;-6.8
ARO;20160105;-6.3
ARO;20160106;-7.3
ARO;20160107;-7.0
ARO;20160108;-4.8
ARO;20160109;-1.7
ARO;20160110;-2.0
ARO;20160111;-4.8
ARO;20160112;-6.4
ARO;20160113;-11.1
ARO;20160114;-12.3
ARO;20160115;-12.0
ARO;20160116;-11.3
ARO;20160117;-17.0
ARO;20160118;-17.6
ARO;20160119;-10.1
ARO;20160120;-6.7
ARO;20160121;-10.6
ARO;20160122;-6.9
ARO;20160123;-6.2
ARO;20160124;-4.7
ARO;20160125;01. Mai
ARO;20160126;01. Sep
ARO;20160127;01. Sep
ARO;20160128;0.3
ARO;20160129;-0.9
ARO;20160130;-2.0
ARO;20160131;-2.5
ARO;20160201;01. Aug
ARO;20160202;-3.2
ARO;20160203;-9.1
ARO;20160204;-9.3
ARO;20160205;-3.2
ARO;20160206;-1.4
ARO;20160207;-3.5
ARO;20160208;-4.2
ARO;20160209;-4.6
ARO;20160210;-10.5
ARO;20160211;-11.5
ARO;20160212;-10.0
ARO;20160213;-7.5
ARO;20160214;-4.7
ARO;20160215;-6.6
ARO;20160216;-7.9
ARO;20160217;-8.7
ARO;20160218;-6.9
ARO;20160219;-10.9
ARO;20160220;-11.6
ARO;20160221;01. Mai
ARO;20160222;0.2
ARO;20160223;-7.8
ARO;20160224;-10.1
ARO;20160225;-6.8
ARO;20160226;-10.2
ARO;20160227;-4.3
ARO;20160228;-2.4
ARO;20160229;-6.9
ARO;20160301;-7.6
ARO;20160302;-7.4
ARO;20160303;-10.2
ARO;20160304;-10.6
ARO;20160305;-6.0
ARO;20160306;-11.4
ARO;20160307;-10.8
ARO;20160308;-11.1
ARO;20160309;-13.7
ARO;20160310;-8.3
ARO;20160311;-7.9
ARO;20160312;-7.9
ARO;20160313;-6.0
ARO;20160314;-6.5
ARO;20160315;-6.9
ARO;20160316;-8.4
ARO;20160317;-4.1
ARO;20160318;-4.1
ARO;20160319;-4.1
ARO;20160320;-3.1
ARO;20160321;-6.6
ARO;20160322;-8.5
ARO;20160323;-5.7
ARO;20160324;-6.8
ARO;20160325;-4.4
ARO;20160326;-3.4
ARO;20160327;-1.9
ARO;20160328;-2.8
ARO;20160329;-1.7
ARO;20160330;0.7
ARO;20160331;04. Jan
ARO;20160401;04. Jul
ARO;20160402;04. Sep
ARO;20160403;5.0
ARO;20160404;05. Mrz
ARO;20160405;03. Mai
ARO;20160406;0.9
ARO;20160407;-2.7
ARO;20160408;-3.6
ARO;20160409;-3.5
ARO;20160410;-2.0
ARO;20160411;1.0
ARO;20160412;02. Jul
ARO;20160413;-0.6
ARO;20160414;-1.3
ARO;20160415;02. Mai
ARO;20160416;04. Aug
ARO;20160417;-1.6
ARO;20160418;-3.3
ARO;20160419;-3.3
ARO;20160420;-1.4
ARO;20160421;05. Feb
ARO;20160422;03. Jul
ARO;20160423;-2.4
ARO;20160424;-7.3
ARO;20160425;-8.1
ARO;20160426;-6.0
ARO;20160427;-8.1
ARO;20160428;-8.3
ARO;20160429;-4.6
ARO;20160430;-0.7
ARO;20160501;-1.9
ARO;20160502;-1.9
ARO;20160503;-2.4
ARO;20160504;-2.7
ARO;20160505;-3.5
ARO;20160506;01. Mai
ARO;20160507;02. Aug
ARO;20160508;03. Jul
ARO;20160509;05. Jan
ARO;20160510;05. Jul
ARO;20160511;6.0
ARO;20160512;0.2
ARO;20160513;0.1
ARO;20160514;01. Jan
ARO;20160515;-1.4
ARO;20160516;-2.2
ARO;20160517;-1.0
ARO;20160518;-1.8
ARO;20160519;-0.5
ARO;20160520;-0.3
ARO;20160521;03. Sep
ARO;20160522;08. Jan
ARO;20160523;-1.3
ARO;20160524;-1.0
ARO;20160525;01. Mai
ARO;20160526;05. Mrz
ARO;20160527;08. Sep
ARO;20160528;07. Jan
ARO;20160529;05. Feb
ARO;20160530;04. Aug
ARO;20160531;04. Jan
ARO;20160601;04. Jan
ARO;20160602;04. Mrz
ARO;20160603;05. Feb
ARO;20160604;05. Jan
ARO;20160605;05. Mrz
ARO;20160606;05. Mai
ARO;20160607;07. Sep
ARO;20160608;06. Aug
ARO;20160609;03. Apr
ARO;20160610;02. Aug
ARO;20160611;05. Jul
ARO;20160612;04. Sep
ARO;20160613;04. Jan
ARO;20160614;03. Jan
ARO;20160615;01. Aug
ARO;20160616;0.3
ARO;20160617;-0.5
ARO;20160618;03. Feb
ARO;20160619;03. Mai
ARO;20160620;03. Jul
ARO;20160621;06. Sep
ARO;20160622;10.0
ARO;20160623;12. Sep
ARO;20160624;12. Jun
ARO;20160625;8.0
ARO;20160626;05. Mrz
ARO;20160627;04. Jul
ARO;20160628;05. Mai
ARO;20160629;10. Mrz
ARO;20160630;09. Mai
ARO;20160701;08. Sep
ARO;20160702;06. Aug
ARO;20160703;05. Mrz
ARO;20160704;05. Jul
ARO;20160705;08. Mai
ARO;20160706;07. Jul
ARO;20160707;07. Aug
ARO;20160708;11. Jun
ARO;20160709;10. Mrz
ARO;20160710;11. Mrz
ARO;20160711;11. Apr
ARO;20160712;07. Feb
ARO;20160713;-0.1
ARO;20160714;0.4
ARO;20160715;01. Feb
ARO;20160716;01. Jul
ARO;20160717;05. Feb
ARO;20160718;09. Jul
ARO;20160719;11. Sep
ARO;20160720;12. Aug
ARO;20160721;10. Aug
ARO;20160722;10. Apr
ARO;20160723;10.0
ARO;20160724;9.0
ARO;20160725;10. Mai
ARO;20160726;09. Sep
ARO;20160727;09. Feb
ARO;20160728;08. Mrz
ARO;20160729;08. Aug
ARO;20160730;11. Feb
ARO;20160731;08. Jun
ARO;20160801;07. Aug
ARO;20160802;07. Feb
ARO;20160803;10. Mrz
ARO;20160804;10. Jan
ARO;20160805;04. Jun
ARO;20160806;5.0
ARO;20160807;04. Jul
ARO;20160808;09. Jan
ARO;20160809;5.0
ARO;20160810;02. Mrz
ARO;20160811;01. Mai
ARO;20160812;04. Feb
ARO;20160813;07. Apr
ARO;20160814;09. Jun
ARO;20160815;10. Apr
ARO;20160816;10. Mai
ARO;20160817;08. Mrz
ARO;20160818;07. Sep
ARO;20160819;07. Jul
ARO;20160820;09. Jan
ARO;20160821;05. Apr
ARO;20160822;04. Jan
ARO;20160823;08. Jan
ARO;20160824;13. Mai
ARO;20160825;15. Feb
ARO;20160826;14. Mrz
ARO;20160827;14. Apr
ARO;20160828;12. Sep
ARO;20160829;09. Jun
ARO;20160830;08. Jan
ARO;20160831;10. Aug
ARO;20160901;10. Mrz
ARO;20160902;09. Mrz
ARO;20160903;09. Aug
ARO;20160904;07. Apr
ARO;20160905;05. Jul
ARO;20160906;04. Apr
ARO;20160907;06. Jan
ARO;20160908;10. Jun
ARO;20160909;09. Mai
ARO;20160910;09. Jun
ARO;20160911;08. Jul
ARO;20160912;10. Aug
ARO;20160913;10. Jul
ARO;20160914;11.0
ARO;20160915;09. Mrz
ARO;20160916;05. Apr
ARO;20160917;04. Jul
ARO;20160918;04. Jun
ARO;20160919;04. Jan
ARO;20160920;02. Jan
ARO;20160921;4.0
ARO;20160922;03. Apr
ARO;20160923;05. Apr
ARO;20160924;04. Jul
ARO;20160925;05. Jul
ARO;20160926;04. Sep
ARO;20160927;05. Mai
ARO;20160928;06. Feb
ARO;20160929;07. Jun
ARO;20160930;06. Sep
ARO;20161001;06. Mai
ARO;20161002;01. Mai
ARO;20161003;-0.2
ARO;20161004;-0.2
ARO;20161005;-3.3
ARO;20161006;-4.3
ARO;20161007;-0.9
ARO;20161008;-1.1
ARO;20161009;-2.5
ARO;20161010;-4.1
ARO;20161011;-4.6
ARO;20161012;-6.0
ARO;20161013;-2.2
ARO;20161014;03. Mrz
ARO;20161015;4.0
ARO;20161016;03. Feb
ARO;20161017;4.0
ARO;20161018;01. Mrz
ARO;20161019;-0.8
ARO;20161020;-2.7
ARO;20161021;-3.2
ARO;20161022;-4.0
ARO;20161023;-1.0
ARO;20161024;06. Jan
ARO;20161025;5.0
ARO;20161026;03. Feb
ARO;20161027;-0.2
ARO;20161028;3.0
ARO;20161029;04. Apr
ARO;20161030;3.0
ARO;20161031;03. Jan
ARO;20161101;04. Jul
ARO;20161102;-0.7
ARO;20161103;-2.8
ARO;20161104;-0.7
ARO;20161105;0.9
ARO;20161106;-7.3
ARO;20161107;-8.4
ARO;20161108;-10.8
ARO;20161109;-11.1
ARO;20161110;-5.6
ARO;20161111;-5.8
ARO;20161112;-8.5
ARO;20161113;-3.2
ARO;20161114;-4.0
ARO;20161115;-3.9
ARO;20161116;1.0
ARO;20161117;01. Aug
ARO;20161118;03. Jan
ARO;20161119;-5.8
ARO;20161120;0.3
ARO;20161121;03. Mrz
ARO;20161122;04. Aug
ARO;20161123;04. Aug
ARO;20161124;4.0
ARO;20161125;02. Apr
ARO;20161126;0.2
ARO;20161127;-1.4
ARO;20161128;-8.1
ARO;20161129;-8.8
ARO;20161130;-3.6
ARO;20161201;-1.6
ARO;20161202;-2.8
ARO;20161203;-3.7
ARO;20161204;-5.4
ARO;20161205;-4.6
ARO;20161206;-3.3
ARO;20161207;-2.5
ARO;20161208;02. Mrz
ARO;20161209;02. Jan
ARO;20161210;03. Jul
ARO;20161211;-3.3
ARO;20161212;-3.8
ARO;20161213;-3.0
ARO;20161214;-1.6
ARO;20161215;-1.5
ARO;20161216;-1.5
ARO;20161217;-3.2
ARO;20161218;-4.7
ARO;20161219;-5.7
ARO;20161220;-3.6
ARO;20161221;0.6
ARO;20161222;-0.3
ARO;20161223;-1.0
ARO;20161224;-1.9
ARO;20161225;-2.4
ARO;20161226;-0.5
ARO;20161227;-5.7
ARO;20161228;-4.9
ARO;20161229;-2.6
ARO;20161230;-1.0
ARO;20161231;-2.5
ARO;20170101;-2.6
ARO;20170102;-7.1
ARO;20170103;-11.4
ARO;20170104;-9.6
ARO;20170105;-15.5
ARO;20170106;-17.9
ARO;20170107;-12.1
ARO;20170108;-12.0
ARO;20170109;-12.5
ARO;20170110;-8.3
ARO;20170111;-8.2
ARO;20170112;-4.6
ARO;20170113;-11.9
ARO;20170114;-12.6
ARO;20170115;-13.9
ARO;20170116;-16.1
ARO;20170117;-16.9
ARO;20170118;-15.4
ARO;20170119;-8.7
ARO;20170120;-7.3
ARO;20170121;-5.8
ARO;20170122;-4.2
ARO;20170123;-4.9
ARO;20170124;-8.6
ARO;20170125;-6.6
ARO;20170126;-5.0
ARO;20170127;-3.2
ARO;20170128;-3.0
ARO;20170129;-4.7
ARO;20170130;-4.4
ARO;20170131;-2.0
ARO;20170201;-0.8
ARO;20170202;-0.7
ARO;20170203;-2.8
ARO;20170204;-4.6
ARO;20170205;-6.1
ARO;20170206;-8.6
ARO;20170207;-9.7
ARO;20170208;-5.6
ARO;20170209;-7.0
ARO;20170210;-5.8
ARO;20170211;-5.3
ARO;20170212;-3.0
ARO;20170213;-2.2
ARO;20170214;-3.4
ARO;20170215;-1.3
ARO;20170216;-2.5
ARO;20170217;-5.8
ARO;20170218;-6.1
ARO;20170219;-4.7
ARO;20170220;-4.4
ARO;20170221;-3.0
ARO;20170222;-0.9
ARO;20170223;0.6
ARO;20170224;-7.8
ARO;20170225;-10.5
ARO;20170226;-0.5
ARO;20170227;-1.2
ARO;20170228;-5.4
ARO;20170301;-7.8
ARO;20170302;-4.5
ARO;20170303;-4.6
ARO;20170304;-3.4
ARO;20170305;-4.6
ARO;20170306;-6.5
ARO;20170307;-6.7
ARO;20170308;-8.3
ARO;20170309;-0.4
ARO;20170310;-3.8
ARO;20170311;-3.6
ARO;20170312;-0.8
ARO;20170313;-3.6
ARO;20170314;-1.5
ARO;20170315;-0.7
ARO;20170316;0.5
ARO;20170317;2.0
ARO;20170318;0.1
ARO;20170319;1.0
ARO;20170320;01. Jan
ARO;20170321;0.3
ARO;20170322;-0.9
ARO;20170323;-1.7
ARO;20170324;01. Jul
ARO;20170325;02. Mrz
ARO;20170326;-1.7
ARO;20170327;-1.6
ARO;20170328;01. Mai
ARO;20170329;01. Jan
ARO;20170330;01. Apr
ARO;20170331;03. Mai
ARO;20170401;01. Mrz
ARO;20170402;0.0
ARO;20170403;0.7
ARO;20170404;-0.9
ARO;20170405;-2.1
ARO;20170406;-3.2
ARO;20170407;-3.4
ARO;20170408;0.8
ARO;20170409;03. Aug
ARO;20170410;04. Apr
ARO;20170411;0.0
ARO;20170412;-0.8
ARO;20170413;01. Apr
ARO;20170414;0.9
ARO;20170415;0.1
ARO;20170416;-3.9
ARO;20170417;-4.7
ARO;20170418;-9.3
ARO;20170419;-9.3
ARO;20170420;-12.8
ARO;20170421;-10.2
ARO;20170422;-2.4
ARO;20170423;-1.5
ARO;20170424;-0.5
ARO;20170425;01. Feb
ARO;20170426;-1.5
ARO;20170427;-5.3
ARO;20170428;-6.6
ARO;20170429;-9.3
ARO;20170430;-3.2
ARO;20170501;-3.6
ARO;20170502;-5.4
ARO;20170503;-1.9
ARO;20170504;-0.9
ARO;20170505;-1.2
ARO;20170506;0.2
ARO;20170507;0.7
ARO;20170508;-0.1
ARO;20170509;-1.5
ARO;20170510;-1.2
ARO;20170511;04. Jan
ARO;20170512;03. Aug
ARO;20170513;03. Jul
ARO;20170514;03. Aug
ARO;20170515;03. Jan
ARO;20170516;04. Feb
ARO;20170517;06. Feb
ARO;20170518;08. Jan
ARO;20170519;0.2
ARO;20170520;0.3
ARO;20170521;01. Mai
ARO;20170522;05. Mrz
ARO;20170523;06. Jun
ARO;20170524;06. Mrz
ARO;20170525;05. Aug
ARO;20170526;05. Jun
ARO;20170527;07. Sep
ARO;20170528;10.0
ARO;20170529;10. Feb
ARO;20170530;09. Feb
ARO;20170531;09. Jun
ARO;20170601;08. Sep
ARO;20170602;07. Sep
ARO;20170603;9.0
ARO;20170604;06. Sep
ARO;20170605;06. Jan
ARO;20170606;0.6
ARO;20170607;0.3
ARO;20170608;01. Feb
ARO;20170609;08. Jul
ARO;20170610;06. Jul
ARO;20170611;09. Mai
ARO;20170612;11. Jan
ARO;20170613;10. Mrz
ARO;20170614;11. Aug
ARO;20170615;11.0
ARO;20170616;06. Aug
ARO;20170617;05. Mai
ARO;20170618;06. Feb
ARO;20170619;10. Jul
ARO;20170620;13. Mrz
ARO;20170621;12. Jun
ARO;20170622;13. Apr
ARO;20170623;14. Jan
ARO;20170624;13. Jan
ARO;20170625;08. Jul
ARO;20170626;08. Jun
ARO;20170627;08. Jun
ARO;20170628;05. Apr
ARO;20170629;01. Sep
ARO;20170630;02. Apr
ARO;20170701;4.0
ARO;20170702;05. Feb
ARO;20170703;06. Apr
ARO;20170704;7.0
ARO;20170705;11. Mrz
ARO;20170706;12. Feb
ARO;20170707;13. Aug
ARO;20170708;11. Apr
ARO;20170709;11. Apr
ARO;20170710;09. Mrz
ARO;20170711;07. Feb
ARO;20170712;08. Apr
ARO;20170713;08. Feb
ARO;20170714;07. Mai
ARO;20170715;05. Apr
ARO;20170716;04. Sep
ARO;20170717;08. Mai
ARO;20170718;11. Jul
ARO;20170719;11. Apr
ARO;20170720;10. Mrz
ARO;20170721;09. Aug
ARO;20170722;09. Mrz
ARO;20170723;09. Mai
ARO;20170724;04. Apr
ARO;20170725;03. Mai
ARO;20170726;03. Jan
ARO;20170727;04. Sep
ARO;20170728;08. Aug
ARO;20170729;10.0
ARO;20170730;10. Mrz
ARO;20170731;11. Jun
ARO;20170801;13. Sep
ARO;20170802;14. Sep
ARO;20170803;16. Mai
ARO;20170804;14. Apr
ARO;20170805;12. Aug
ARO;20170806;06. Feb
ARO;20170807;05. Jul
ARO;20170808;07. Jun
ARO;20170809;06. Jun
ARO;20170810;04. Jan
ARO;20170811;03. Jan
ARO;20170812;03. Jan
ARO;20170813;06. Apr
ARO;20170814;08. Aug
ARO;20170815;10. Jul
ARO;20170816;10. Jan
ARO;20170817;10. Jul
ARO;20170818;10. Aug
ARO;20170819;6.0
ARO;20170820;03. Sep
ARO;20170821;04. Mrz
ARO;20170822;07. Apr
ARO;20170823;10. Jan
ARO;20170824;10. Jun
ARO;20170825;11. Apr
ARO;20170826;13.0
ARO;20170827;13. Mrz
ARO;20170828;12. Feb
ARO;20170829;12. Jan
ARO;20170830;13. Jul
ARO;20170831;06. Apr
ARO;20170901;01. Jun
ARO;20170902;0.1
ARO;20170903;0.2
ARO;20170904;02. Mai
ARO;20170905;05. Jul
ARO;20170906;06. Aug
ARO;20170907;03. Jan
ARO;20170908;03. Mai
ARO;20170909;0.3
ARO;20170910;0.0
ARO;20170911;02. Feb
ARO;20170912;0.7
ARO;20170913;0.4
ARO;20170914;-0.4
ARO;20170915;-2.0
ARO;20170916;-0.3
ARO;20170917;-0.2
ARO;20170918;-1.5
ARO;20170919;-0.5
ARO;20170920;-0.5
ARO;20170921;-0.8
ARO;20170922;05. Mai
ARO;20170923;05. Feb
ARO;20170924;1.0
ARO;20170925;03. Mai
ARO;20170926;03. Sep
ARO;20170927;04. Mai
ARO;20170928;06. Mrz
ARO;20170929;06. Sep
ARO;20170930;06. Feb
ARO;20171001;03. Jan
ARO;20171002;03. Jul
ARO;20171003;01. Mrz
ARO;20171004;0.8
ARO;20171005;03. Mai
ARO;20171006;-2.1
ARO;20171007;-3.3
ARO;20171008;-0.5
ARO;20171009;0.9
ARO;20171010;0.1
ARO;20171011;3.0
ARO;20171012;05. Apr
ARO;20171013;05. Jan
ARO;20171014;07. Apr
ARO;20171015;09. Aug
ARO;20171016;9.0
ARO;20171017;07. Sep
ARO;20171018;05. Jul
ARO;20171019;05. Mrz
ARO;20171020;06. Feb
ARO;20171021;04. Apr
ARO;20171022;-2.8
ARO;20171023;-3.4
ARO;20171024;-1.0
ARO;20171025;04. Mai
ARO;20171026;07. Mrz
ARO;20171027;-0.5
ARO;20171028;-3.4
ARO;20171029;-0.9
ARO;20171030;-6.0
ARO;20171031;-3.6
ARO;20171101;01. Mai
ARO;20171102;01. Aug
ARO;20171103;01. Mai
ARO;20171104;03. Apr
ARO;20171105;-4.9
ARO;20171106;-4.9
ARO;20171107;-6.5
ARO;20171108;-4.0
ARO;20171109;-6.6
ARO;20171110;-6.1
ARO;20171111;-2.2
ARO;20171112;-6.5
ARO;20171113;-8.7
ARO;20171114;-10.1
ARO;20171115;-4.5
ARO;20171116;-1.6
ARO;20171117;-4.1
ARO;20171118;-5.2
ARO;20171119;-6.7
ARO;20171120;-9.1
ARO;20171121;-1.0
ARO;20171122;02. Jan
ARO;20171123;0.6
ARO;20171124;01. Feb
ARO;20171125;-6.2
ARO;20171126;-10.3
ARO;20171127;-10.0
ARO;20171128;-5.1
ARO;20171129;-7.5
ARO;20171130;-12.5
ARO;20171201;-12.9
ARO;20171202;-13.4
ARO;20171203;-15.1
ARO;20171204;-10.0
ARO;20171205;-7.2
ARO;20171206;-1.8
ARO;20171207;-2.4
ARO;20171208;-10.1
ARO;20171209;-15.1
ARO;20171210;-14.0
ARO;20171211;-2.8
ARO;20171212;-7.5
ARO;20171213;-12.0
ARO;20171214;-5.7
ARO;20171215;-8.4
ARO;20171216;-9.0
ARO;20171217;-11.5
ARO;20171218;-13.5
ARO;20171219;-9.9
ARO;20171220;-8.3
ARO;20171221;-6.2
ARO;20171222;-2.0
ARO;20171223;-4.2
ARO;20171224;-0.6
ARO;20171225;-0.9
ARO;20171226;-2.3
ARO;20171227;-7.3
ARO;20171228;-11.7
ARO;20171229;-13.7
ARO;20171230;-7.1
ARO;20171231;-1.1
ARO;20180101;-5.3
ARO;20180102;-7.2
ARO;20180103;-5.5
ARO;20180104;-5.3
ARO;20180105;0.1
ARO;20180106;01. Mrz
ARO;20180107;0.9
ARO;20180108;0.7
ARO;20180109;-1.4
ARO;20180110;-5.0
ARO;20180111;-5.4
ARO;20180112;-7.0
ARO;20180113;-6.8
ARO;20180114;-7.4
ARO;20180115;-7.8
ARO;20180116;-6.6
ARO;20180117;-9.8
ARO;20180118;-9.1
ARO;20180119;-7.6
ARO;20180120;-9.5
ARO;20180121;-7.3
ARO;20180122;-4.2
ARO;20180123;-5.4
ARO;20180124;-1.8
ARO;20180125;0.6
ARO;20180126;-1.0
ARO;20180127;-2.0
ARO;20180128;-2.7
ARO;20180129;-1.1
ARO;20180130;-5.1
ARO;20180131;-3.5
ARO;20180201;-8.5
ARO;20180202;-12.1
ARO;20180203;-11.0
ARO;20180204;-12.6
ARO;20180205;-8.9
ARO;20180206;-6.3
ARO;20180207;-7.6
ARO;20180208;-8.9
ARO;20180209;-9.1
ARO;20180210;-10.3
ARO;20180211;-13.1
ARO;20180212;-12.9
ARO;20180213;-16.1
ARO;20180214;-13.3
ARO;20180215;-9.8
ARO;20180216;-2.7
ARO;20180217;-4.3
ARO;20180218;-9.2
ARO;20180219;-11.5
ARO;20180220;-13.0
ARO;20180221;-13.1
ARO;20180222;-13.8
ARO;20180223;-11.8
ARO;20180224;-9.1
ARO;20180225;-16.8
ARO;20180226;-22.8
ARO;20180227;-24.9
ARO;20180228;-20.7
ARO;20180301;-12.3
ARO;20180302;-7.8
ARO;20180303;-6.8
ARO;20180304;-6.3
ARO;20180305;-3.6
ARO;20180306;-3.6
ARO;20180307;-7.3
ARO;20180308;-8.4
ARO;20180309;-5.8
ARO;20180310;-1.0
ARO;20180311;0.3
ARO;20180312;-1.9
ARO;20180313;-4.4
ARO;20180314;-4.0
ARO;20180315;-3.8
ARO;20180316;-2.5
ARO;20180317;-3.3
ARO;20180318;-6.3
ARO;20180319;-9.0
ARO;20180320;-14.2
ARO;20180321;-13.4
ARO;20180322;-14.1
ARO;20180323;-8.8
ARO;20180324;-8.3
ARO;20180325;-6.5
ARO;20180326;-4.4
ARO;20180327;-5.2
ARO;20180328;-2.8
ARO;20180329;-4.2
ARO;20180330;-3.9
ARO;20180331;-4.7
ARO;20180401;-7.6
ARO;20180402;-7.7
ARO;20180403;0.8
ARO;20180404;0.1
ARO;20180405;-3.0
ARO;20180406;-3.8
ARO;20180407;01. Sep
ARO;20180408;01. Jun
ARO;20180409;03. Jan
ARO;20180410;-1.5
ARO;20180411;-2.4
ARO;20180412;-0.5
ARO;20180413;-1.0
ARO;20180414;-1.0
ARO;20180415;02. Mrz
ARO;20180416;02. Jan
ARO;20180417;02. Feb
ARO;20180418;03. Jul
ARO;20180419;05. Jul
ARO;20180420;07. Mrz
ARO;20180421;07. Feb
ARO;20180422;08. Mrz
ARO;20180423;04. Jan
ARO;20180424;4.0
ARO;20180425;5.0
ARO;20180426;-0.2
ARO;20180427;0.3
ARO;20180428;05. Jul
ARO;20180429;06. Jul
ARO;20180430;01. Jul
ARO;20180501;-0.6
ARO;20180502;0.4
ARO;20180503;02. Apr
ARO;20180504;03. Jul
ARO;20180505;03. Sep
ARO;20180506;7.0
ARO;20180507;06. Mai
ARO;20180508;6.0
ARO;20180509;04. Jul
ARO;20180510;03. Mrz
ARO;20180511;01. Aug
ARO;20180512;05. Apr
ARO;20180513;04. Mrz
ARO;20180514;0.0
ARO;20180515;0.0
ARO;20180516;01. Jan
ARO;20180517;01. Mai
ARO;20180518;1.0
ARO;20180519;03. Feb
ARO;20180520;03. Feb
ARO;20180521;04. Aug
ARO;20180522;05. Feb
ARO;20180523;05. Aug
ARO;20180524;7.0
ARO;20180525;07. Jan
ARO;20180526;08. Apr
ARO;20180527;07. Sep
ARO;20180528;7.0
ARO;20180529;08. Sep
ARO;20180530;07. Aug
ARO;20180531;07. Sep
ARO;20180601;07. Jul
ARO;20180602;07. Mai
ARO;20180603;8.0
ARO;20180604;07. Jul
ARO;20180605;8.0
ARO;20180606;09. Mai
ARO;20180607;09. Apr
ARO;20180608;08. Mrz
ARO;20180609;07. Feb
ARO;20180610;08. Aug
ARO;20180611;10.0
ARO;20180612;07. Jun
ARO;20180613;4.0
ARO;20180614;03. Apr
ARO;20180615;03. Aug
ARO;20180616;05. Apr
ARO;20180617;06. Mai
ARO;20180618;07. Mrz
ARO;20180619;06. Jul
ARO;20180620;09. Apr
ARO;20180621;09. Sep
ARO;20180622;01. Jun
ARO;20180623;01. Mrz
ARO;20180624;03. Jul
ARO;20180625;04. Sep
ARO;20180626;03. Jul
ARO;20180627;05. Aug
ARO;20180628;04. Aug
ARO;20180629;5.0
ARO;20180630;10. Apr
ARO;20180701;11. Jan
ARO;20180702;13.0
ARO;20180703;10. Jan
ARO;20180704;10. Jan
ARO;20180705;07. Feb
ARO;20180706;07. Jan
ARO;20180707;07. Jan
ARO;20180708;07. Jan
ARO;20180709;08. Jul
ARO;20180710;07. Jun
ARO;20180711;6.0
ARO;20180712;05. Mrz
ARO;20180713;8.0
ARO;20180714;09. Jun
ARO;20180715;08. Apr
ARO;20180716;07. Jul
ARO;20180717;08. Sep
ARO;20180718;08. Mai
ARO;20180719;10. Apr
ARO;20180720;08. Apr
ARO;20180721;07. Jun
ARO;20180722;08. Feb
ARO;20180723;08. Jun
ARO;20180724;09. Jan
ARO;20180725;11. Sep
ARO;20180726;11. Apr
ARO;20180727;11. Aug
ARO;20180728;10. Aug
ARO;20180729;09. Jul
ARO;20180730;13. Mai
ARO;20180731;13. Sep
ARO;20180801;10. Jun
ARO;20180802;11.0
ARO;20180803;12. Jun
ARO;20180804;14.0
ARO;20180805;13. Mai
ARO;20180806;12. Jul
ARO;20180807;12. Mai
ARO;20180808;12. Aug
ARO;20180809;09. Jul
ARO;20180810;07. Sep
ARO;20180811;08. Mrz
ARO;20180812;08. Mai
ARO;20180813;08. Sep
